Site,Locality,Catalog,FAI,Base,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,SA_fitted,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Average_scar_area,BaseRefinement,MidRefinement,TipRefinement,AvgScarLength,GM_Scar_length,SDI,Volume_fitted,Avg_Scar_length,Contexts,LbyBr,LbyT,SA_Corrected,cSDI,Dis_1,Dis_2,Flaked,Note
OGS7,OGS7,2081,60,indet,50,47,38,25,37.5,34.2,23.8,25.4,23.3,18,7,6463.17,28.5,1.65,1.32,1.2,0.84,0.89,0.82,0.63,1,Oldowan,540.24,1.48,1.47,1.32,27.91,6.86,0.11,33777.06,27.91,Oldowan,1.24,1.88,4090.61,0.17,1,cobble,Flaked,
OGS7,OGS7,2092,50,cobble,36,41,33.1,26,24.3,31.3,21.3,22,24.7,22,6,4982.93,25.96,1.58,0.94,1.21,0.82,0.85,0.95,0.85,1,Oldowan,439.53,1.1,1.27,0.97,31,7.17,0.12,24033.47,31,Oldowan,1.24,1.58,3153.76,0.19,1,cobble,Flaked,
OGS7,OGS7,2222,50,cobble,38,48.8,40.5,20.4,34.7,40.4,25.7,17.2,19.7,14,5,5891.95,26.14,1.87,1.33,1.55,0.98,0.66,0.75,0.54,1,Oldowan,516.13,2.02,2.05,1.84,24.88,4.76,0.08,28222.58,24.88,Oldowan,1.2,2.39,3729.08,0.13,1,cobble,Flaked,
EG10,EG10,1320,35,cobble,342,81.2,66.8,59.6,62.8,65.6,50.9,57.4,59.6,52.4,10,25148.17,60.75,1.34,1.03,1.08,0.84,0.94,0.98,0.86,1,Oldowan,702.45,1.09,1.1,0.97,19.66,3.24,0.04,272827.23,19.66,Oldowan,1.22,1.36,15916.57,0.06,1,cobble,Flaked,AWESOME HAMMERSTONE W/PITTING AND FLAKING
EG10,EG10,83,30,cobble,192,68.8,53.1,47.7,44.3,52.2,36.3,44.6,47.5,43.8,12,15890.09,47.38,1.45,0.94,1.1,0.77,0.94,1,0.92,1,Oldowan,388.87,0.99,1.1,0.83,20.82,5.27,0.08,137250.67,20.82,Oldowan,1.3,1.44,10057.02,0.12,1,cobble,Flaked,
EG10,EG10,4202,45,cobble,182,66,60.5,41,60,56.3,38.8,32,39.3,37.2,11,14961.76,45.52,1.45,1.32,1.24,0.85,0.7,0.86,0.82,1,Oldowan,603.67,1.88,1.43,1.04,27.37,6.62,0.07,121444.19,27.37,Oldowan,1.09,1.61,9469.47,0.12,1,cobble,Flaked,
EG10,EG10,1334,35,flake,210,85.1,50.6,44.4,49.1,47.9,34.6,42.8,44.1,35.6,9,17749.18,46.43,1.83,1.06,1.03,0.75,0.92,0.95,0.77,1,Oldowan,658.4,1.15,1.09,0.97,31.48,6.1,0.05,152929.63,31.48,Oldowan,1.68,1.92,11233.66,0.08,1,cobble,Flaked,
EG10,EG10,184,30,cobble,199,71,61.4,46,47.6,58.6,43.5,37.2,46,38.9,9,16328.07,47.84,1.48,0.99,1.22,0.91,0.78,0.96,0.81,1,Oldowan,559.46,1.28,1.27,1.12,22.21,4.18,0.06,144292.95,22.21,Oldowan,1.16,1.54,10334.22,0.09,1,cobble,Flaked,
EG10,EG10,4182,30,cobble,147,84.9,49.3,38.2,36,46.9,34.2,34.5,38.1,32,9,14884.62,41.34,2.05,0.87,1.13,0.83,0.83,0.92,0.77,1,Oldowan,469.93,1.04,1.23,1.07,23.93,5.21,0.06,115522.22,23.93,Oldowan,1.72,2.22,9420.65,0.1,1,cobble,Flaked,
EG10,EG10,344,65,cobble,195,82.1,58.6,37.1,55.4,58.1,54.7,38,38.5,36.5,11,19492.76,49.91,1.64,1.11,1.16,1.1,0.76,0.77,0.73,1,Oldowan,860.01,1.46,1.51,1.5,27.66,6.1,0.06,171731.69,27.66,Oldowan,1.4,2.21,12337.19,0.09,1,cobble,Flaked,
EG10,EG10,1302,35,cobble,518,103.9,71.6,60.1,64.2,70.3,53.8,55.1,60,40,10,29475.59,61.52,1.69,1.04,1.14,0.87,0.9,0.98,0.65,1,Oldowan,968.34,1.17,1.17,1.35,33.41,5.43,0.03,339695.71,33.41,Oldowan,1.45,1.73,18655.44,0.05,1,cobble,Flaked,
EG10,EG10,1335,40,cobble,158,68.2,55.7,33.2,49.9,53.1,33.2,32.2,33,28,9,12966.43,40.49,1.68,1.23,1.31,0.82,0.8,0.81,0.69,1,Oldowan,413.92,1.55,1.61,1.19,22.94,5.1,0.07,96521.03,22.94,Oldowan,1.22,2.05,8206.6,0.11,1,cobble,Flaked,
EG10,EG10,1125,40,cobble,212,85.3,65.8,35,56.6,64.9,54.1,26.2,34.8,24.4,10,17645.16,45.06,1.89,1.26,1.44,1.2,0.58,0.77,0.54,1,Oldowan,630.5,2.16,1.86,2.22,21.89,4.86,0.06,142475.6,21.89,Oldowan,1.3,2.44,11167.82,0.09,1,flake,Flaked,HAMMERSTONE???
EG10,EG10,1184,30,cobble,338,104.7,71.4,50.8,45.7,67.2,38.8,38.7,48.3,41.7,11,22958.47,51.59,2.03,0.89,1.3,0.75,0.75,0.94,0.81,1,Oldowan,666.84,1.18,1.39,0.93,25.02,5.33,0.05,229152.94,25.02,Oldowan,1.47,2.06,14530.68,0.08,1,cobble,Flaked,
EG10,EG10,72,40,indet,96,70.1,52.3,29.6,49.3,47.9,41.1,30.3,31.2,17.2,8,12341.84,37.82,1.85,1.3,1.27,1.09,0.8,0.83,0.45,1,Oldowan,556.33,1.63,1.54,2.39,30.43,6.44,0.06,85480.83,30.43,Oldowan,1.34,2.37,7811.29,0.1,1,cobble,Flaked,
EG10,EG10,205,55,cobble,232,70.6,65.1,61.6,50,61.2,33.6,53.5,57.9,38.2,10,17814.95,50.68,1.39,0.99,1.21,0.66,1.06,1.14,0.75,1,Oldowan,972.14,0.93,1.06,0.88,36.42,7.19,0.06,174781.6,36.42,Oldowan,1.08,1.15,11275.28,0.09,1,cobble,Flaked,
EG10,EG10,1545,35,cobble,452,84.5,68.4,66.1,65.4,66.5,57.6,51.8,63,42.4,10,25360.73,60.39,1.4,1.08,1.1,0.95,0.86,1.04,0.7,1,Oldowan,877.83,1.26,1.06,1.36,32.81,5.43,0.04,279392.64,32.81,Oldowan,1.24,1.28,16051.09,0.06,1,cobble,Flaked,PUBLISHED HAMMERSTONE
EG10,EG10,1559,25,cobble,228,80,56.3,34.6,52.1,49.8,44.8,34.4,34.5,33.5,10,16578.37,44.93,1.78,1.16,1.11,1,0.77,0.77,0.75,1,Oldowan,473.8,1.51,1.44,1.34,21.99,4.89,0.06,132294.1,21.99,Oldowan,1.42,2.31,10492.64,0.1,1,cobble,Flaked,
EG10,EG10,303,20,cobble,134,63.5,50.8,34.6,49.4,46.6,41.1,24.7,32.5,33.6,9,12248.91,39.94,1.59,1.24,1.17,1.03,0.62,0.81,0.84,1,Oldowan,326.72,2,1.43,1.22,22.39,5.05,0.07,86243.24,22.39,Oldowan,1.25,1.84,7752.47,0.12,1,cobble,Flaked,
EG10,EG10,1171,60,flake,158,86.3,61.5,39.8,57.9,60.1,27,30.4,34,23,11,15751.91,40.94,2.11,1.41,1.47,0.66,0.74,0.83,0.56,1,Oldowan,974.28,1.9,1.77,1.17,42.82,11.5,0.07,126007.04,42.82,Oldowan,1.4,2.17,9969.56,0.11,1,cobble,Flaked,
EG10,EG10,1223,50,cobble,166,82,57.7,38.9,50.4,57.1,48.5,26.9,38.3,20.5,7,15562.94,42.29,1.94,1.19,1.35,1.15,0.64,0.91,0.48,1,Oldowan,995.27,1.87,1.49,2.37,36.14,5.98,0.04,122769.6,36.14,Oldowan,1.42,2.11,9849.96,0.07,1,cobble,Flaked,
EG10,EG10,1215,30,cobble,206,78,53.2,45.5,48.4,51.2,43.4,31.9,45,40.8,10,16871.08,46.79,1.67,1.03,1.09,0.93,0.68,0.96,0.87,1,Oldowan,525.17,1.52,1.14,1.06,24.14,5.16,0.06,144624.82,24.14,Oldowan,1.47,1.71,10677.9,0.09,1,cobble,Flaked,
EG10,EG10,1533,80,cobble,196,80.4,56,56.8,48.3,47,36.7,36.5,49.6,25.8,15,15782.85,43.87,1.83,1.1,1.07,0.84,0.83,1.13,0.59,1,Oldowan,829.82,1.32,0.95,1.42,35.55,12.16,0.1,133748.08,35.55,Oldowan,1.44,1.42,9989.15,0.15,1,cobble,Flaked,
EG10,EG10,316,30,cobble,272,84.3,64.2,58.9,56.3,53.7,42.9,42,62.4,45.9,8,21373.55,53.86,1.57,1.05,1,0.8,0.78,1.16,0.85,1,Oldowan,698.93,1.34,0.86,0.93,27.61,4.1,0.04,213777.61,27.61,Oldowan,1.31,1.43,13527.56,0.06,1,cobble,Flaked,
EG10,EG10,1121,30,cobble,134,79.6,43.9,42.6,42.4,41.3,30.4,33.6,38,25.3,5,13390.83,38.99,2.04,1.09,1.06,0.78,0.86,0.97,0.65,1,Oldowan,681.75,1.26,1.09,1.2,32.66,4.19,0.04,98850.69,32.66,Oldowan,1.81,1.87,8475.21,0.06,1,cobble,Flaked,
EG10,EG10,4103,20,flake,114,64.1,58.8,36.8,58,56,36.8,32.2,35.6,26.3,4,13300.83,42.01,1.53,1.38,1.33,0.88,0.77,0.85,0.63,1,Oldowan,601.72,1.8,1.57,1.4,28.55,2.72,0.03,102148.68,28.55,Oldowan,1.09,1.74,8418.25,0.05,1,cobble,Flaked,
EG10,EG10,MAR_2004,35,flake,406,86,84.1,67,57.5,84,42,50,65.4,36.2,5,23607.8,57.45,1.5,1,1.46,0.73,0.87,1.14,0.63,1,Oldowan,1470.03,1.15,1.28,1.16,44.58,3.88,0.02,280649.82,44.58,Oldowan,1.02,1.28,14941.65,0.03,1,cobble,Flaked,
DAN5_S,DAN5,18,5,cobble,530,122.15,74.11,60.34,71.02,72.01,39.63,56.1,59.63,32.84,6,32258.83,59.75,2.04,1.19,1.21,0.66,0.94,1,0.55,2,Pick,544.65,1.27,1.21,1.21,22.33,2.24,0.02,386149.99,22.33,Acheulean,1.65,2.02,20416.98,0.03,2,cobble,Flaked,
DAN5_S,DAN5,19,30,flake,502,137.28,84.05,48.05,74.67,83.14,62.28,28.86,44.47,18.19,12,31806.4,53.41,2.57,1.4,1.56,1.17,0.54,0.83,0.34,2,Handaxe,754.9,2.59,1.87,3.42,28.97,6.51,0.04,316441.12,28.97,Acheulean,1.63,2.86,20130.63,0.06,2,flake,Flaked,
DAN5_S,DAN5,20,35,flake,378,133.75,86.17,39.51,70.86,80.91,64.57,35.22,39.66,19.71,5,31492.96,54.14,2.47,1.31,1.49,1.19,0.65,0.73,0.36,2,Handaxe,2158.83,2.01,2.04,3.28,69.18,6.39,0.02,307958.57,69.18,Acheulean,1.55,3.39,19932.25,0.03,2,flake,Flaked,
DAN5_S,DAN5,25,10,flake,360,122.3,90,35.6,79,90,76.1,34.1,23.5,13.5,7,29502.09,49.38,2.48,1.6,1.82,1.54,0.69,0.48,0.27,2,Knife,639.2,2.32,3.83,5.64,31.39,4.45,0.02,235545.21,31.39,Acheulean,1.36,3.44,18672.21,0.04,2,flake,Flaked,
DAN5_S,DAN5,30,5,flake,462,130.96,96.84,48.41,96.84,81.1,54.03,22.34,45.79,47.45,3,35070.56,59.68,2.19,1.62,1.36,0.91,0.37,0.77,0.8,2,Knife,1655.04,4.33,1.77,1.14,47.67,2.4,0.01,364779.96,47.67,Acheulean,1.35,2.71,22196.56,0.01,2,flake,Flaked,
DAN5_S,DAN5,32,0,flake,118,105.4,61.6,24,56.6,57.2,54,24.3,20,17.2,0,18416.33,39.65,2.66,1.43,1.44,1.36,0.61,0.5,0.43,2,Large Flake,#NULL!,2.33,2.86,3.14,#NULL!,0,0,119934.6,#NULL!,Acheulean,1.71,4.39,11655.9,0,2,flake,Unmodified,
DAN5_S,DAN5,36,80,cobble,352,80.11,77.7,64.56,66.18,77.16,36.91,59.45,62.93,50.11,12,24622.63,60.1,1.33,1.1,1.28,0.61,0.99,1.05,0.83,1,Core,1383.84,1.11,1.23,0.74,47.03,9.39,0.05,281272.71,47.03,Acheulean,1.03,1.24,15583.94,0.08,1,cobble,Flaked,
DAN5_S,DAN5,37,50,flake,496,124.52,92.04,46.5,89.46,90.7,73.76,27.75,44.12,33.2,13,34732.3,60.68,2.05,1.47,1.49,1.22,0.46,0.73,0.55,2,Handaxe,1070.56,3.22,2.06,2.22,37.58,8.05,0.04,367072.54,37.58,Acheulean,1.35,2.68,21982.47,0.06,2,flake,Flaked,
DAN5_S,DAN5,41,10,flake,348,126.71,90.31,35.21,72.47,90,56.22,28,35.13,21.41,4,28847.68,51.63,2.45,1.4,1.74,1.09,0.54,0.68,0.41,2,Knife,947.01,2.59,2.56,2.63,38.35,2.97,0.01,267382.8,38.35,Acheulean,1.4,3.6,18258.02,0.02,2,flake,Flaked,
DAN5_S,DAN5,45,30,cobble,684,117.08,82.05,74.13,66.05,82,54.35,74.29,73.05,42.76,4,37866.79,69.71,1.68,0.95,1.18,0.78,1.07,1.05,0.61,1,Core,1844.23,0.89,1.12,1.27,46.75,2.68,0.01,510810.32,46.75,Acheulean,1.43,1.58,23966.33,0.02,1,cobble,Flaked,
DAN5_S,DAN5, 2-3,10,flake,208,93.7,69,34.7,68.3,66.3,57.4,15.4,30.5,33.2,3,19892.21,45.1,2.08,1.51,1.47,1.27,0.34,0.68,0.74,2,Knife,684.79,4.44,2.17,1.73,32.9,2.19,0.02,153975.76,32.9,Acheulean,1.36,2.7,12590.01,0.02,2,flake,Flaked,
DAN5_S,DAN5,2016-6,100,indet,178,100.28,56.54,42.24,52.15,51.5,39.11,32.86,28.9,16.66,20,17151.84,40.1,2.5,1.3,1.28,0.98,0.82,0.72,0.42,2,Handaxe,664.6,1.59,1.78,2.35,33.07,16.49,0.12,127523.93,33.07,Acheulean,1.77,2.37,10855.6,0.18,2,cobble,Flaked,
DAN5_S,DAN5,2006-1,30,flake,246,104.4,67.12,38.66,60.1,63.53,32.12,27.44,37.67,22.73,5,19333.1,43.63,2.39,1.38,1.46,0.74,0.63,0.86,0.52,2,Handaxe,1438.7,2.19,1.69,1.41,56.88,6.52,0.03,164418.96,56.88,Acheulean,1.56,2.7,12236.14,0.04,2,flake,Flaked,
DAN5_S,DAN5,2014-3,5,flake,466,126.94,96.87,44.43,74.13,95.55,70.11,26.69,42.21,41.98,3,34597.78,60.54,2.1,1.22,1.58,1.16,0.44,0.7,0.69,2,Knife,727.92,2.78,2.26,1.67,37.97,1.88,0.01,375123.1,37.97,Acheulean,1.31,2.86,21897.33,0.01,2,flake,Flaked,
DAN5_S,DAN5,2016_30MN,25,flake,272,114.3,69,40,69,65.5,47.8,32.2,39,24,5,24514.5,49.65,2.3,1.39,1.32,0.96,0.65,0.79,0.48,2,Knife,1521.29,2.14,1.68,1.99,47.84,4.82,0.02,223428.5,47.84,Acheulean,1.66,2.86,15515.51,0.03,2,flake,Flaked,
DAN5_MAIN,DAN5,1,25,cobble,286,119.85,78.82,36.94,69.84,75.47,33.21,27.63,31.65,22.76,9,23504.28,45.72,2.62,1.53,1.65,0.73,0.6,0.69,0.5,2,Handaxe,678,2.53,2.38,1.46,25.86,5.09,0.04,200685.74,25.86,Acheulean,1.52,3.24,14876.13,0.06,2,flake,Flaked,
DAN5_MAIN,DAN5,6,70,cobble,382,99.75,79.38,62.73,79.06,56.33,26.68,57.26,57.6,32.3,10,25952.53,53.55,1.86,1.48,1.05,0.5,1.07,1.08,0.6,1,Core,1844.16,1.38,0.98,0.83,48.21,9,0.04,284188.22,48.21,Acheulean,1.26,1.59,16425.65,0.06,1,cobble,Flaked,
DAN5_MAIN,DAN5,8,25,flake,316,109.84,76.22,48.32,73.47,66.26,55.71,42.48,46.27,22.61,5,26846.55,53.91,2.04,1.36,1.23,1.03,0.79,0.86,0.42,1,Core,1695.04,1.73,1.43,2.46,46.56,4.32,0.02,269913.29,46.56,Acheulean,1.44,2.27,16991.49,0.03,2,flake,Flaked,
DAN5_MAIN,DAN5,9,75,cobble,394,106.44,88.91,58.07,81.24,87.12,35.29,56.58,29.12,26.02,10,27893.46,52.77,2.02,1.54,1.65,0.67,1.07,0.55,0.49,2,Pick,1788.68,1.44,2.99,1.36,46.51,8.81,0.04,282818.96,46.51,Acheulean,1.2,1.83,17654.09,0.06,2,cobble,Flaked,
DAN5_MAIN,DAN5,10,25,flake,202,106.23,68.8,32.01,54.7,62.67,44.36,26.84,32.5,17.62,7,19153.8,42.45,2.5,1.29,1.48,1.05,0.63,0.77,0.42,2,Handaxe,726.02,2.04,1.93,2.52,35.44,5.84,0.04,150268.73,35.44,Acheulean,1.54,3.32,12122.66,0.06,2,flake,Flaked,
DAN5_MAIN,DAN5,17,5,flake,274,120.2,83.92,29.49,78.04,72.94,53.49,25.95,29.44,17.43,6,25177.64,46.74,2.57,1.67,1.56,1.14,0.56,0.63,0.37,2,Handaxe,347.15,3.01,2.48,3.07,21.82,2.8,0.02,202487.88,21.82,Acheulean,1.43,4.08,15935.22,0.04,2,flake,Flaked,
DAN5_MAIN,DAN5, 1-1,95,indet,214,107.6,61.68,47.69,58.24,57.63,35.7,37.7,46.11,18.14,16,21029.08,45.55,2.36,1.28,1.27,0.78,0.83,1.01,0.4,2,Handaxe,1148.44,1.54,1.25,1.97,38.38,13.48,0.08,195314.07,38.38,Acheulean,1.74,2.26,13309.54,0.12,2,cobble,Flaked,
DAN5_MAIN,DAN5,2012-1,95,cobble,222,87.72,73.39,54.3,62.81,67.83,38.88,41.85,50.5,30.87,15,20948.26,51.4,1.71,1.22,1.32,0.76,0.81,0.98,0.6,1,Core,1039.13,1.5,1.34,1.26,35.9,10.48,0.07,209992.81,35.9,Acheulean,1.2,1.62,13258.39,0.11,1,cobble,Flaked,
DAN5_MAIN,DAN5,2012-2,15,flake,574,133.55,100.81,57.63,95.54,86.65,63.27,50.86,41.59,20.67,11,38092.53,60.76,2.2,1.57,1.43,1.04,0.84,0.68,0.34,2,Handaxe,923.38,1.88,2.08,3.06,29.1,5.27,0.03,430610.67,29.1,Acheulean,1.32,2.32,24109.19,0.05,2,flake,Flaked,
DAN5_MAIN,DAN5,2012-3,90,cobble,154,74,59.28,48.32,42.6,55.23,32.5,39.48,43.9,30.51,8,14721.61,43.59,1.7,0.98,1.27,0.75,0.91,1.01,0.7,1,Core,1615.85,1.08,1.26,1.07,55.21,10.13,0.05,124493.65,55.21,Acheulean,1.25,1.53,9317.47,0.09,1,cobble,Flaked,
DAN5_MAIN,DAN5,2012-4,15,flake,926,170.39,97.03,46.06,94.02,95.02,64.94,45.76,40.36,29.76,8,48248.6,65.96,2.58,1.43,1.44,0.98,0.69,0.61,0.45,2,Handaxe,1109.7,2.05,2.35,2.18,40.98,4.97,0.02,566221.7,40.98,Acheulean,1.76,3.7,30537.09,0.03,2,flake,Flaked,
DAN5_MAIN,DAN5,50,80,cobble,732,174.08,90.27,58.2,80.53,58.46,34.99,57.57,55.88,27.54,31,42153.06,59.17,2.94,1.36,0.99,0.59,0.97,0.94,0.47,2,Pick,956.62,1.4,1.05,1.27,37.46,19.63,0.07,509347.44,37.46,Acheulean,1.93,2.99,26679.15,0.12,2,cobble,Flaked,
DAN5_MAIN,DAN5,51,60,cobble,1216,165,97.5,76.5,84.6,90.6,69.5,70,75.2,37.2,12,55488.4,77.77,2.12,1.09,1.16,0.89,0.9,0.97,0.48,2,Handaxe,1938.2,1.21,1.2,1.87,58.58,9.04,0.02,834202.31,58.58,Acheulean,1.69,2.16,35119.24,0.03,2,cobble,Flaked,
DAN5_MAIN,DAN5,53,80,cobble,1320,206.06,107,66.6,103.99,91.73,60.88,65.16,59.52,41.22,13,67325.7,78.96,2.61,1.32,1.16,0.77,0.83,0.75,0.52,2,Pick,3471.74,1.6,1.54,1.48,74.55,12.27,0.02,1002672.8,74.55,Acheulean,1.93,3.09,42611.2,0.03,2,cobble,Flaked,
DAN5_MAIN,DAN5,54,5,flake,446,125.7,114.4,37.7,91.5,108.4,89.3,20.8,35.8,37.7,3,37407.11,60.95,2.06,1.5,1.78,1.47,0.34,0.59,0.62,2,Knife,799.67,4.4,3.03,2.37,32.07,1.58,0.01,379573.13,32.07,Acheulean,1.1,3.33,23675.39,0.01,2,flake,Flaked,
DAN5_MAIN,DAN5,55,35,cobble,770,151.97,94.38,49.85,85.27,92.46,54.19,46.47,49,38,9,43040.6,66.28,2.29,1.29,1.4,0.82,0.7,0.74,0.57,2,Handaxe,1791.63,1.83,1.89,1.43,58.16,7.9,0.02,529196.74,58.16,Acheulean,1.61,3.05,27240.88,0.03,2,flake,Flaked,
DAN5_MAIN,DAN5,49,65,indet,344,120.1,73.25,43.22,69.13,69.05,48.36,42.04,36.8,18.07,17,26474.99,49.94,2.4,1.38,1.38,0.97,0.84,0.74,0.36,2,Handaxe,915.67,1.64,1.88,2.68,35.39,12.05,0.06,250525.36,35.39,Acheulean,1.64,2.78,16756.32,0.1,2,flake,Flaked,
DAN5_MAIN,DAN5,35,75,indet,582,144.39,87.51,54.44,79.11,78.89,59.74,42.83,48.2,23.94,15,36845.12,59.57,2.42,1.33,1.32,1,0.72,0.81,0.4,2,Handaxe,1594.86,1.85,1.64,2.5,45.49,11.46,0.04,410777.29,45.49,Acheulean,1.65,2.65,23319.7,0.06,2,cobble,Flaked,
DAN5_A,DAN5, 1-5,75,cobble,608,129.3,92.2,56.2,77,89.2,58,47.1,54.7,35.7,18,36875.84,64.68,2,1.19,1.38,0.9,0.73,0.85,0.55,2,Handaxe,1403.19,1.63,1.63,1.62,43.34,12.06,0.05,451290.39,43.34,Acheulean,1.4,2.3,23339.14,0.08,2,cobble,Flaked,
DAN5_A,DAN5,14,80,cobble,64,47.8,38.2,35.6,35.7,37.7,25.7,26.9,38,32.3,10,8045.87,34.19,1.4,1.04,1.1,0.75,0.79,1.11,0.94,1,Core,569.1,1.33,0.99,0.8,28.87,8.44,0.12,50840.23,28.87,Acheulean,1.25,1.34,5092.32,0.2,1,cobble,Flaked,
DAN5_A,DAN5,13,65,cobble,344,85.6,71,53,66.1,70.3,53.2,53,52,39.6,9,24681.7,58.37,1.47,1.13,1.2,0.91,0.91,0.89,0.68,1,Core,1325.7,1.25,1.35,1.34,42.99,6.63,0.04,261735.23,42.99,Acheulean,1.21,1.62,15621.33,0.06,1,cobble,Flaked,
DAN5_A,DAN5,1,95,cobble,130,64.1,52.6,50.4,38.2,54.5,20,35.3,48.7,41,15,12326.17,40.8,1.57,0.94,1.34,0.49,0.87,1.19,1,1,Core,800.75,1.08,1.12,0.49,34.63,12.73,0.12,102012.67,34.63,Acheulean,1.22,1.27,7801.38,0.19,1,cobble,Flaked,
DAN5_A,DAN5, 1-1,55,cobble,584,156,84.6,62,83,68.7,39.6,59.5,47.3,22,15,39100.1,57.9,2.69,1.43,1.19,0.68,1.03,0.82,0.38,2,Pick,1231.33,1.39,1.45,1.8,43.24,11.2,0.04,466368.13,43.24,Acheulean,1.84,2.52,24746.9,0.06,2,cobble,Flaked,
DAN5_A,DAN5,2015_4,20,cobble,354,90.6,78.6,40,74.6,72.2,62.1,40,39.5,34.5,8,24629.61,55.64,1.63,1.34,1.3,1.12,0.72,0.71,0.62,1,Core,702.68,1.87,1.83,1.8,32.49,4.67,0.03,238536.71,32.49,Acheulean,1.15,2.27,15588.36,0.05,1,flake,Flaked,
DAN5_A,DAN5,2015_5,40,cobble,382,99.1,72.9,55,67.5,70,56.2,56,46.1,31.2,8,27137.24,57.66,1.72,1.17,1.21,0.97,0.97,0.8,0.54,1,Core,1457.79,1.21,1.52,1.8,47.78,6.63,0.03,286492.67,47.78,Acheulean,1.36,1.8,17175.47,0.05,1,cobble,Flaked,
DAN5_A,DAN5,2015_2,20,flake,388,142.5,87.5,36.1,80,87,59.5,25,35.6,24.4,6,33044.3,53.66,2.66,1.49,1.62,1.11,0.47,0.66,0.45,2,Handaxe,990.72,3.2,2.44,2.44,40.33,4.51,0.02,307966.73,40.33,Acheulean,1.63,3.95,20914.11,0.03,2,flake,Flaked,
