Site,Catalog,Scan,Coverage,Old_Scar_Length,New_Scar_Length,Total_Scar_Area,Base,Type,Technology,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,SA_fitted,Calc_cover,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Dis_1,logSDI,Average_scar_area,Average_scar_area_relative,Collapsed_Types,FAC1_1,FAC2_1,filter_$,logSDI_plus_one,Note
BSN17C,36, ,65,477.6,482,11751.36,cobble,pick,Bifacial,228,103,58,47,57.64,51.18,30.81,39.2,43.6,24.55,15,19975.16683,0.588298466,45.3222052,2.272616691,1.271782777,1.129247789,0.679799226,0.864918197,0.962000852,0.541677085,2,Pick,Pick,0.875600844,783.424,0.039219898,Pick,-0.035494461,-1.340287507,Not Selected,0.929895061, 
BSN17,2012-1, ,80,775.36,716.5,24140.75,cobble,pick,Multifacial,554,128,80,78,79.98,64.16,35.89,77.58,63.49,41.43,16,38627.66443,0.624960125,64.82503285,1.974545856,1.233782637,0.98974111,0.553644147,1.196759903,0.979405597,0.63910496,2,Pick,Pick,0.617221533,1508.796875,0.039060008,Pick,-0.925900063,-1.627915482,Not Selected,0.711141286, 
BSN17,2014-12, ,65,361.68,409.5,15644.37,cobble,Core,Bifacial,580,101,88,73.6,84.43,83.33,50.43,72.64,73.6,44.82,11,35949.43447,0.435177082,70.41911676,1.434269622,1.1989642,1.183343442,0.716140763,1.031538073,1.045170735,0.636474896,1,Core,Core,0.485700622,1422.215455,0.039561553,Core,-1.629610254,0.018330469,Not Selected,0.608510354, 
BSN17,21,1,30,337.8,323.8,11806.56,cobble,pick,Unidirectional,682,159,79,78.67,55.7,73.31,43.92,74.64,43.46,22.3,7,38349.844,0.307864616,57.43892431,2.768157689,0.969725681,1.276312203,0.764638275,1.299467232,0.756629768,0.388238468,2,Pick,Pick,0.261334438,1686.651429,0.043980659,Pick,0.797876353,-2.341145941,Not Selected,0.451064689, 
BSN17,24,1,60,591.11,653.4,24414.18,cobble,pick,Multifacial,854,181,79.5,64,77,61.87,29.37,63,61,35.88,13,45497.94227,0.536599652,61.9252867,2.922877061,1.243433888,0.999107203,0.474281212,1.017354999,0.985058015,0.579407895,2,Pick,Pick,0.455951597,1878.013846,0.041276896,Pick,0.785186239,-3.287338667,Not Selected,0.586280273, 
BSN17,25, ,25,310.92,314.8,10668.65,cobble,Core,Bifacial,866,131,93,68,81.11,92.97,76.94,53.86,65.16,45.13,6,44099.0668,0.241924621,73.90103068,1.772641042,1.097548969,1.258033875,1.041122151,0.728812569,0.881719773,0.610681605,1,Core,Oldowan,0.133721851,1778.108333,0.04032077,Core,-0.679476502,0.527354744,Not Selected,0.373017437, 
BSN17,26, ,0, ,0,0,flake,Flake, ,402,121.8,96.7,40.5,86.5,98,59.2,30,39.7,38.7,0,33476.56,0,60.05479664,2.028147739,1.440351227,1.631843008,0.985766389,0.499543778,0.661062933,0.644411474,2,Large Flake,Large Flake,0, , ,Flake,0.372744194,1.174914476,Selected,0, 
BSN17,32, ,66,520.62, , ,cobble,pick,Multifacial,1000,156,88,80,62.49,88,50.38,46.55,78.04,39.53,6,42859.3909, ,67.22774301,2.320470583,0.929526966,1.308983406,0.749393,0.692422472,1.160830284,0.588001296,2,Pick,Pick,0.146105256, , ,Pick,-0.045833589,-1.269991432,Not Selected,0.380197954,BROKEN PICK
BSN17,34,1,35,396.2,406.8,10349.06,cobble,pick,Bifacial,688,141,81,56,75.5,61.62,40.75,54.17,56,30.08,10,35218.875,0.293849818,58.83093134,2.396698417,1.283338514,1.047408202,0.69266284,0.920774136,0.951880222,0.511295662,2,Pick,Pick,0.453224521,1034.906,0.029384982,Pick,0.132824639,-1.701257978,Not Selected,0.584261839, 
BSN17C,35,1,40,364.8,417.5,12025.58,cobble,handaxe,Bifacial,498,117,84,55,85.11,76.64,34.13,53.24,53.07,34.42,9,31961.591,0.376250982,59.14947456,1.978039549,1.438896975,1.295700436,0.577012734,0.900092527,0.897218452,0.581915567,2,Handaxe/Cleaver,Pick,0.44961412,1336.175556,0.041805665,Handaxe,-0.385129544,-0.625795272,Not Selected,0.581594691, 
BSN17,37, ,0, ,0,0,flake,Flake, ,410,130,76.5,36,71.5,75.5,59.3,37,34,27,0,30619.26667,0,54.4197437,2.388838888,1.313861388,1.387364123,1.089678046,0.679900299,0.624773248,0.496143461,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,0.828955118,0.121813061,Selected,0, 
BSN17,38, ,10,153.4, , ,cobble,Core,Unifacial simple,316,91,79,50,71.39,70.81,46.22,48.52,37.67,20.95,5,22362.7918, ,50.29549735,1.809307091,1.419411354,1.407879507,0.918968942,0.964698682,0.748973606,0.416538281,1,Core,Oldowan,0.349443984, , ,Core,-0.309562774,0.528021326,Not Selected,0.509989293, 
BSN17,510, ,50,298.83, , ,cobble,pick,Multifacial,246,104,54,53,57.72,49.76,42.82,31.52,35.68,44.31,7,21868.8486, ,48.56716865,2.141364278,1.188457174,1.024560447,0.881665561,0.648998096,0.734652668,0.912344722,2,Pick,Pick,0.505272122, , ,Pick,-0.290939862,-0.47616586,Not Selected,0.623342355,BROKEN
OGS7,523,1,60, ,197.1,4820.79,cobble,Oldowan,Bifacial,81.6,63,40,36,35.1,37.2,32,35.7,27.2,23.7,4,10029.27,0.480672073,34.70022517,1.815550179,1.011520814,1.072039153,0.922184218,1.028811768,0.783856585,0.682992686,1,Oldowan,Core,0.600790668,1205.1975,0.120168018,Core,-0.952114753,-0.317271504,Not Selected,0.697954843, 
OGS7,355, ,55, ,152.6,2569.26,cobble,Oldowan,Bifacial,42,45,33,29,32,28.8,24.4,23.2,28.7,23.5,6,6133.8,0.418869216,28.64726869,1.570830381,1.117034938,1.005331444,0.85173914,0.80985033,1.00184071,0.820322532,1,Oldowan,Core,0.990421639,428.21,0.069811536,Core,-1.490675565,-0.002318704,Not Selected,1.032693866, 
OGS7,334,1,50, ,216.4,4351.6,cobble,Oldowan,Unifacial Centripetal,70,64,40,28,41,38.5,36.7,19.6,25.1,22,6,9414.733333,0.462211711,32.71730973,1.956151057,1.253159271,1.17674712,1.121730371,0.599071261,0.767177992,0.672426926,1,Oldowan,Oldowan,0.804343227,725.2666667,0.077035285,Core,-0.218347744,0.579172747,Not Selected,0.867643636, 
OGS7,437,1,15, ,127.9,1812.47,flake,Oldowan,Multifacial,54,67,40,22,33.6,38.6,20,10.2,20.8,19.5,5,7106.653333,0.255038471,25.59199923,2.618005705,1.312910324,1.508283884,0.78149424,0.398562063,0.81275401,0.761956884,1,Oldowan,Large Flake,0.847304874,362.494,0.051007694,Core,1.034089418,-0.564918629,Not Selected,0.905021579, 
OGS7,486,1,70, ,288.5,6823.49,indet,Oldowan,Bifacial,72.4,70,43,36,34.9,40.8,24.9,19.4,29.2,22.7,8,9264.29,0.736536745,31.66434348,2.2106885,1.102186124,1.288515583,0.786373481,0.612676527,0.922172917,0.716894699,1,Oldowan,Pick,0.936277846,852.93625,0.092067093,Core,-0.05207996,-0.602457112,Not Selected,0.983865614, 
OGS7,335,1,75, ,317,10046.89,cobble,Oldowan,Bifacial,142,67,60,38.6,50,56.9,26.2,31,39.5,23.5,6,12309.5,0.816189935,39.25784274,1.706665352,1.27363086,1.449391919,0.667382571,0.789651133,1.006168379,0.598606504,1,Oldowan,Oldowan,0.687910838,1674.481667,0.136031656,Core,-0.816218527,0.158511359,Not Selected,0.768954946, 
OGS7,485,1,70, ,316.6,7086.32,cobble,Oldowan,Multifacial,84.2,62,51,41,47.3,36.4,21.4,30.6,34.6,24.7,8,10035.96,0.70609289,34.63108247,1.790299222,1.365825052,1.051078898,0.61794199,0.883599293,0.999102469,0.713232109,1,Oldowan,Oldowan,0.901531065,885.79,0.088261611,Core,-1.018354507,-0.683453966,Not Selected,0.952857078, 
OGS7,2002,1,95, ,317.9,5702.11,cobble,Oldowan,Multifacial,62.8,46,38,32,35.6,37.5,31.6,26.7,31,26.9,19,7605.76,0.749709431,33.06469248,1.391212092,1.076677184,1.134140292,0.95570222,0.807507888,0.937555975,0.813556636,1,Oldowan,Core,1.397610984,300.1110526,0.039458391,Core,-1.64796177,0.736281979,Not Selected,1.414656983, 
OGS7,2006,1,15, ,50.8,864.44,flake,Oldowan,Bifacial,25.1,42,34,16,29.8,31.3,27.1,13.9,15.2,13.1,12,4420.43,0.195555636,22.52096424,1.86492903,1.32321155,1.389816158,1.203323255,0.617202703,0.674926697,0.581680245,1,Oldowan,Retouched Flake/Knife,1.433716728,72.03666667,0.016296303,Core,-0.060861975,1.311110443,Not Selected,1.44942718, 
OGS7,2016,1,5, ,121,1665.77,flake,Oldowan,Bifacial,154.4,73,49,46,41.3,41.6,28.3,14.7,25,14.2,10,9043.836667,0.184188422,29.29638621,2.491774906,1.409730187,1.419970357,0.96598945,0.501768372,0.853347571,0.48470142,1,Oldowan,Handaxe/Cleaver,1.04364729,166.577,0.018418842,Core,0.988456232,-0.213107703,Not Selected,1.081248413,protopick
OGS7,2017, , , , , ,indet,Oldowan,Multifacial,50.8,59,54,27,39.1,40.9,29.1,16.2,25.8,16.7,7,7719.523333, ,29.4393378,2.004121166,1.328154875,1.389297554,0.988473321,0.550284117,0.876378408,0.567268195,1,Oldowan,Oldowan,0.957507556, , ,Core,0.015231949,0.543015078,Not Selected,1.002939644,QUESTIONABLE LATITE
OGS7,2026, , , , , ,indet,Oldowan,Unifacial Centripetal,77.3,61,56,25,43.9,58.3,38.5,19.8,25.3,24.2,5,10340.92, ,35.62781965,1.712145189,1.232183177,1.636361713,1.080616226,0.555745487,0.710119234,0.679244485,1,Oldowan,Retouched Flake/Knife,0.684410826, , ,Core,-0.30862675,1.687204828,Not Selected,0.766052749,weathered/indet WF?
OGS7,2066,1,95, ,275.1,4554.91,cobble,Oldowan,Multifacial,34.2,44,33,27,29.8,28.3,19.4,25.2,25.4,19.6,15,5463.733333,0.833662575,26.43928057,1.664190517,1.12711085,1.070377083,0.733756728,0.953127296,0.960691798,0.74132123,1,Oldowan,Core,1.438601764,303.6606667,0.055577505,Core,-1.327421638,-0.405752581,Not Selected,1.454139598, 
OGS7,2081,1,60, ,195.4,3781.69,indet,Oldowan,Bifacial,49.6,47,38,25,37.5,34.2,23.8,25.4,23.3,18,7,6463.166667,0.585114108,28.50262799,1.648970755,1.315668156,1.199889358,0.835010723,0.891145898,0.817468481,0.631520715,1,Oldowan,Oldowan,1.034652685,540.2414286,0.08358773,Core,-0.95079821,0.317670434,Not Selected,1.073006925, 
OGS7,2092,1,50, ,186,2637.19,cobble,Oldowan,Bifacial,35.9,41,33.1,26,24.3,31.3,21.3,22,24.7,22,6,4982.933333,0.529244488,25.95763958,1.579496467,0.936140589,1.205810717,0.820567677,0.847534689,0.95155031,0.847534689,1,Oldowan,Core,1.080666174,439.5316667,0.088207415,Core,-1.458471687,0.100757735,Not Selected,1.115314235, 
OGS7,2114,1, , , , ,cobble,Oldowan,Multifacial,52,49,39,38,37.7,30.9,27.7,30.4,34.2,21.3,8,7687.956667, ,32.08648464,1.52712273,1.174949529,0.963022293,0.863291829,0.947439408,1.065869334,0.663830901,1,Oldowan,Core,1.01727906, , ,Core,-1.55885167,-0.136549373,Not Selected,1.057129023,QUESTIONABLE LATITE
OGS7,2129, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,QUESTIONABLE LATITE
OGS7,2134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,QUESTIONABLE LATITE
OGS7,2222, ,50, ,124.4,2580.63,cobble,Oldowan,Unifacial Centripetal,38,48.8,40.5,20.4,34.7,40.4,25.7,17.2,19.7,14,5,5891.946667,0.437992763,26.14040767,1.866841582,1.32744678,1.545499998,0.983152226,0.657985148,0.753622524,0.535569306,1,Oldowan,Retouched Flake/Knife,0.928711197,516.126,0.087598553,Core,-0.079812346,1.005581857,Not Selected,0.977090429, 
OGS7,2240, , , , , ,indet,Oldowan,Bifacial,30.6,41.7,36,26,35.4,36,24.1,16.5,25.2,16,11,5228.66, ,26.2202977,1.590370959,1.350099088,1.372982123,0.919135254,0.629283473,0.961087486,0.610214277,1,Oldowan,Oldowan,1.323002283, , ,Core,-0.827417551,0.990400213,Not Selected,1.343170109,QUESTIONABLE LATITE
EG10,1320, ,35, ,196.6,7024.54,cobble,Oldowan,Unifacial simple,342,81.2,66.8,59.6,62.8,65.6,50.9,57.4,59.6,52.4,10,25148.17333,0.279326053,60.74605861,1.336712239,1.033811928,1.079905454,0.837914445,0.944917272,0.981133614,0.862607405,1,Oldowan,Core,0.599493555,702.454,0.027932605,Core,-1.964509427,0.323969063,Not Selected,0.69691807,AWESOME HAMMERSTONE W/PITTING AND FLAKING
EG10,1145, , , , , ,cobble,Oldowan,Unifacial simple,158,72.9,61.9,29.3,60.3,61.9,45.1,27.2,29.3,26.3,5,14981.15, ,42.66222207,1.708771753,1.413428487,1.450932394,1.057141373,0.637566415,0.686790293,0.616470468,1,Oldowan,Oldowan,0.523424852, , ,Core,-0.337811194,1.437263393,Not Selected,0.637242241,BROKEN
EG10,83, ,30, ,249.8,4666.46,cobble,Oldowan,Unifacial simple,192,68.8,53.1,47.7,44.3,52.2,36.3,44.6,47.5,43.8,12,15890.09333,0.293671025,47.37854244,1.452134161,0.935022432,1.101764582,0.766169623,0.941354413,1.002563556,0.924469132,1,Oldowan,Core,0.878054798,388.8716667,0.024472585,Core,-1.883804158,-0.066291437,Not Selected,0.932061349, 
EG10,4202, ,45, ,301.1,6640.39,cobble,Oldowan,Multifacial,182,66,60.5,41,60,56.3,38.8,32,39.3,37.2,11,14961.76,0.443824122,45.51558309,1.450052829,1.318229844,1.236939004,0.852455299,0.703055917,0.863440548,0.817302503,1,Oldowan,Oldowan,0.866410001,603.6718182,0.040347647,Core,-1.308604229,0.925621002,Not Selected,0.921794449, 
EG10,1334, ,35, ,283.3,5925.57,flake,Oldowan,Unidirectional,210,85.1,50.6,44.4,49.1,47.9,34.6,42.8,44.1,35.6,9,17749.18,0.333850353,46.43250839,1.832767666,1.057448794,1.031604832,0.745167582,0.921767992,0.949765618,0.766704217,1,Oldowan,Core,0.705064216,658.3966667,0.037094484,Core,-1.093758079,-0.745890302,Not Selected,0.78323568, 
EG10,184, ,30, ,199.9,5035.18,cobble,Oldowan,Unifacial Centripetal,199.1,71,61.4,46,47.6,58.6,43.5,37.2,46,38.9,9,16328.07,0.308375699,47.839439,1.484131116,0.994994945,1.224930752,0.909291599,0.777601092,0.961549737,0.813136626,1,Oldowan,Core,0.741307656,559.4644444,0.034263967,Core,-1.492212508,0.567573814,Not Selected,0.813713077, 
EG10,4182, ,30, ,215.4,4229.35,cobble,Oldowan,Unifacial simple,146.5,84.9,49.3,38.2,36,46.9,34.2,34.5,38.1,32,9,14884.62,0.284142289,41.33605506,2.053897013,0.870910394,1.134602708,0.827364874,0.834622461,0.9217135,0.774142573,1,Oldowan,Oldowan,0.781504758,469.9277778,0.031571365,Core,-0.662936271,-0.848664589,Not Selected,0.847974057, 
EG10,344, ,65, ,304.3,9460.08,cobble,Oldowan,Unifacial simple,195.2,82.1,58.6,37.1,55.4,58.1,54.7,38,38.5,36.5,11,19492.76333,0.485312413,49.9139499,1.644830757,1.109910158,1.164003252,1.095886022,0.761310216,0.771327456,0.731258497,1,Oldowan,Oldowan,0.751519275,860.0072727,0.04411931,Core,-0.957234499,0.807464769,Not Selected,0.822372089, 
EG10,1302, ,35, ,334.1,9683.43,cobble,Oldowan,Unifacial simple,518,103.9,71.6,60.1,64.2,70.3,53.8,55.1,60,40,10,29475.59333,0.328523667,61.52276698,1.688805707,1.043516135,1.142666422,0.874473023,0.895603412,0.975248724,0.650165816,1,Oldowan,Core,0.530537444,968.343,0.032852367,Core,-1.149443511,-0.095783986,Not Selected,0.642725354, 
EG10,1335, ,40, ,206.5,3725.24,cobble,Oldowan,Unifacial simple,158,68.2,55.7,33.2,49.9,53.1,33.2,32.2,33,28,9,12966.43333,0.287298743,40.49280944,1.684249647,1.232317557,1.311343933,0.819898655,0.795202912,0.814959507,0.691480793,1,Oldowan,Oldowan,0.841421978,413.9155556,0.031922083,Core,-0.859617244,0.436941341,Not Selected,0.899875138, 
EG10,1125,1,40, ,218.9,6304.96,cobble,Oldowan,Unifacial Centripetal,212,85.3,65.8,35,56.6,64.9,54.1,26.2,34.8,24.4,10,17645.16,0.357319514,45.05910289,1.893069203,1.256127982,1.440330496,1.200645298,0.581458536,0.772318971,0.541511003,1,Oldowan,Retouched Flake/Knife,0.753374399,630.496,0.035731951,Core,-0.028857133,1.227607293,Not Selected,0.823948464,HAMMERSTONE???
EG10,1184, ,30, ,275.2,7335.26,cobble,Oldowan,Unifacial simple,338,104.7,71.4,50.8,45.7,67.2,38.8,38.7,48.3,41.7,11,22958.47,0.319501256,51.58829176,2.029530276,0.88585992,1.302621151,0.752108641,0.750170217,0.936258952,0.808322947,1,Oldowan,Oldowan,0.680449743,666.8418182,0.029045569,Core,-0.60690345,-0.617297654,Not Selected,0.762773066, 
EG10,72, ,40, ,243.4,4450.67,indet,Oldowan,Unifacial simple,96,70.1,52.3,29.6,49.3,47.9,41.1,30.3,31.2,17.2,8,12341.84333,0.36061631,37.81772681,1.853628071,1.303621454,1.266601777,1.086791922,0.801211563,0.825009926,0.454813164,1,Oldowan,Oldowan,0.811709958,556.33375,0.045077039,Core,-0.311109957,0.584544629,Not Selected,0.874018511, 
EG10,205, ,55, ,364.2,9721.37,cobble,Oldowan,Multifacial,232,70.6,65.1,61.6,50,61.2,33.6,53.5,57.9,38.2,10,17814.94667,0.545686169,50.68174829,1.393006405,0.986548446,1.207535298,0.662960556,1.055606837,1.1424231,0.753723013,1,Oldowan,Core,0.749215473,972.137,0.054568617,Core,-1.953805341,-0.225867224,Not Selected,0.820415864, 
EG10,1545, ,35, ,328.1,8778.27,cobble,Oldowan,Unifacial Centripetal,452,84.5,68.4,66.1,65.4,66.5,57.6,51.8,63,42.4,10,25360.72667,0.346136375,60.38919637,1.399256905,1.082975167,1.101190345,0.953812991,0.857769322,1.043232959,0.70211234,1,Oldowan,Core,0.595838307,877.827,0.034613638,Core,-1.66623611,0.517904149,Not Selected,0.693999808,PUBLISHED HAMMERSTONE
EG10,1559, ,25, ,219.9,4738.03,cobble,Oldowan,Unifacial simple,228,80,56.3,34.6,52.1,49.8,44.8,34.4,34.5,33.5,10,16578.37333,0.285795832,44.93151463,1.780487496,1.159542482,1.108353467,0.997072998,0.765609623,0.767835233,0.745579139,1,Oldowan,Oldowan,0.780458085,473.803,0.028579583,Core,-0.787805998,0.331377449,Not Selected,0.847076076, 
EG10,303, ,20, ,201.5,2940.52,cobble,Oldowan,Unifacial simple,134,63.5,50.8,34.6,49.4,46.6,41.1,24.7,32.5,33.6,9,12248.90667,0.240063875,39.9372619,1.58999383,1.236940082,1.166830118,1.029114117,0.618470041,0.81377637,0.84131957,1,Oldowan,Oldowan,0.866145184,326.7244444,0.026673764,Core,-1.033909452,0.984444284,Not Selected,0.921561347, 
EG10,1171,1,60, ,471,10717.11,flake,Oldowan,Bifacial,158,86.3,61.5,39.8,57.9,60.1,27,30.4,34,23,11,15751.90667,0.680369064,40.93963726,2.10798155,1.414277309,1.468014961,0.659507553,0.742556653,0.830490993,0.561802731,1,Oldowan,Handaxe/Cleaver,0.844059555,974.2827273,0.061851733,Core,0.092299606,-0.246754536,Not Selected,0.902181449, 
EG10,1223,1,50, ,253,6966.86,cobble,Oldowan,Unifacial simple,166,82,57.7,38.9,50.4,57.1,48.5,26.9,38.3,20.5,7,15562.94333,0.447656966,42.28531722,1.939207399,1.191903084,1.350350518,1.14697023,0.636154622,0.905751748,0.48480185,1,Oldowan,Oldowan,0.653006304,995.2657143,0.063950995,Core,-0.131092042,0.687345685,Not Selected,0.74019398, 
EG10,1215,1,30, ,241.4,5251.67,cobble,Oldowan,Unifacial simple,206,78,53.2,45.5,48.4,51.2,43.4,31.9,45,40.8,10,16871.08,0.311282384,46.79448979,1.666862922,1.034309813,1.094145918,0.927459626,0.681704195,0.961651686,0.871897529,1,Oldowan,Oldowan,0.772857115,525.167,0.031128238,Core,-1.231292841,0.213243745,Not Selected,0.840564173, 
EG10,1533, ,80, ,533.3,12447.31,cobble,Oldowan,Multifacial,196,80.4,56,56.8,48.3,47,36.7,36.5,49.6,25.8,15,15782.85,0.788660476,43.87271171,1.83257421,1.100912119,1.071280944,0.836510864,0.831952222,1.130543294,0.588064858,1,Oldowan,Oldowan,0.97790583,829.8206667,0.052577365,Core,-0.954916443,-0.572803125,Not Selected,1.021354172, 
EG10,316, ,30, ,220.9,5591.47,cobble,Oldowan,Unifacial Centripetal,272,84.3,64.2,58.9,56.3,53.7,42.9,42,62.4,45.9,8,21373.55,0.261606986,53.86265172,1.565091901,1.045251175,0.99698025,0.796470256,0.77976109,1.15850219,0.852167477,1,Oldowan,Core,0.573213326,698.93375,0.032700873,Core,-1.657989083,-0.270231974,Not Selected,0.676047994, 
EG10,1121, ,30, ,163.3,3408.77,cobble,Oldowan,Unifacial simple,134,79.6,43.9,42.6,42.4,41.3,30.4,33.6,38,25.3,5,13390.82667,0.254560087,38.98581028,2.041768516,1.08757519,1.059359795,0.779770891,0.861852037,0.974713613,0.648954064,1,Oldowan,Pick,0.572162616,681.754,0.050912017,Core,-0.603675137,-0.963349623,Not Selected,0.675219027, 
EG10,1151, , , , , ,indet,Oldowan,Multifacial,126,72.5,56.1,42.4,49.2,45.2,32.3,27.5,41.9,35.4,9,13685.58667, ,41.51170562,1.74649533,1.185207865,1.088849502,0.778093781,0.662463746,1.009353853,0.852771513,1,Oldowan,Oldowan,0.81797909, , ,Core,-1.087603674,-0.141841592,Not Selected,0.87945497,QUESTIONABLY FLAKED FLAKE OR FRAG
EG10,4103, ,20, ,114.2,2406.86,flake,Oldowan,Unifacial simple,114,64.1,58.8,36.8,58,56,36.8,32.2,35.6,26.3,4,13300.83333,0.180955579,42.01158527,1.525769608,1.380571564,1.332965648,0.875948855,0.766455248,0.847385305,0.626017796,1,Oldowan,Oldowan,0.47818114,601.715,0.045238895,Core,-0.976301762,0.952932579,Not Selected,0.602855148, 
EG10,MAR_2004, ,35, ,222.9,7350.13,flake,Oldowan,Unifacial simple,406,86,84.1,67,57.5,84,42,50,65.4,36.2,5,23607.8,0.311343285,57.44850643,1.496992791,1.000896343,1.462179005,0.731089503,0.870344646,1.138410797,0.630129524,1,Oldowan,Core,0.325914487,1470.026,0.062268657,Core,-1.410912326,0.283950422,Not Selected,0.49386832, 
DAN5_S,18, ,5, ,134,3267.9,cobble,pick,Bifacial,530,122.15,74.11,60.34,71.02,72.01,39.63,56.1,59.63,32.84,6,32258.8342,0.101302483,59.75307546,2.044246243,1.188558069,1.205126254,0.663229461,0.938863809,0.997940266,0.549595142,2,Pick,Pick,0.269502582,544.65,0.016883747,Pick,-0.483733793,-1.016856009,Not Selected,0.456359294, 
DAN5_S,19, ,30, ,347.6,9058.74,flake,handaxe,Bifacial,502,137.28,84.05,48.05,74.67,83.14,62.28,28.86,44.47,18.19,12,31806.3966,0.284808748,53.40561073,2.570516433,1.398167701,1.55676527,1.166169606,0.540392659,0.832684046,0.340600917,2,Handaxe/Cleaver,Handaxe/Cleaver,0.576666776,754.895,0.023734062,Handaxe,1.378632466,0.176062267,Selected,0.678775602, 
DAN5_S,20, ,35, ,345.9,10794.16,flake,handaxe,Unidirectional,378,133.75,86.17,39.51,70.86,80.91,64.57,35.22,39.66,19.71,5,31492.95557,0.342748396,54.13873295,2.470504807,1.308859593,1.494493786,1.192676601,0.650550873,0.732562397,0.364064671,2,Handaxe/Cleaver,Handaxe/Cleaver,0.200756584,2158.832,0.068549679,Handaxe,1.118612343,0.238281133,Selected,0.412906649, 
DAN5_S,25, ,10, ,219.7,4474.37,flake,Flake,Unidirectional,360,122.3,90,35.6,79,90,76.1,34.1,23.5,13.5,7,29502.09,0.151662814,49.37966093,2.476728226,1.599848977,1.822612758,1.541120343,0.690567723,0.475904442,0.273391914,2,Retouched Flake/Knife,Retouched Flake/Knife,0.375245256,639.1957143,0.021666116,Flake,1.841965604,1.726164634,Selected,0.527979419, 
DAN5_S,30, ,5, ,143,4965.12,flake,Flake,Unidirectional,462,130.96,96.84,48.41,96.84,81.1,54.03,22.34,45.79,47.45,3,35070.5611,0.141575151,59.68270125,2.194270656,1.622580714,1.358852704,0.905287443,0.374312816,0.767223987,0.795037741,2,Retouched Flake/Knife,Large Flake,-0.06782146,1655.04,0.047191717,Flake,0.447208486,0.489827845,Selected,0.268441837, 
DAN5_S,32, ,0, ,0,0,flake,Flake, ,118,105.4,61.6,24,56.6,57.2,54,24.3,20,17.2,0,18416.32667,0,39.64881583,2.658339166,1.427533176,1.442666037,1.361957447,0.612880851,0.504428684,0.433808668,2,Large Flake,Large Flake,0, , ,Flake,1.642491328,0.474022563,Selected,0, 
DAN5_S,36, ,80, ,564.4,16606.08,cobble,Core,Multifacial,352,80.11,77.7,64.56,66.18,77.16,36.91,59.45,62.93,50.11,12,24622.6287,0.674423523,60.09530394,1.333049253,1.101250774,1.283960558,0.614191086,0.989261991,1.04717001,0.833842193,1,Core,Core,0.68784683,1383.84,0.05620196,Core,-1.931216754,0.140161824,Not Selected,0.768901835, 
DAN5_S,37, ,50, ,488.6,13917.3,flake,handaxe,Bifacial,496,124.52,92.04,46.5,89.46,90.7,73.76,27.75,44.12,33.2,13,34732.30353,0.4007019,60.68027487,2.052067171,1.474284686,1.494719663,1.215551514,0.457315002,0.727089653,0.54713002,2,Handaxe/Cleaver,Retouched Flake/Knife,0.573209765,1070.561538,0.030823223,Handaxe,0.482048852,1.362399163,Selected,0.676045184, 
DAN5_S,41, ,10, ,153.4,3788.04,flake,Flake,Bifacial,348,126.71,90.31,35.21,72.47,90,56.22,28,35.13,21.41,4,28847.67907,0.131311777,51.63408422,2.453999174,1.403530267,1.74303469,1.08881567,0.542277459,0.680364541,0.414648586,2,Retouched Flake/Knife,Retouched Flake/Knife,0.141949113,947.01,0.032827944,Flake,1.309961771,0.658879249,Selected,0.377778426, 
DAN5_S,44, , , , , ,indet,Core,Bifacial,102,62.43,49.61,40.6,37.09,49.28,27.26,27.19,37.45,27.51,11,10322.9633, ,36.54983974,1.708078625,1.014778731,1.348295926,0.745830904,0.743915711,1.024628296,0.752670879,1,Core,Core,1.027588302, , ,Core,-1.070024693,0.023067188,Not Selected,1.066544136, 
DAN5_S,45, ,30, ,187,7376.91,cobble,Core,Unifacial simple,684,117.08,82.05,74.13,66.05,82,54.35,74.29,73.05,42.76,4,37866.79383,0.19481211,69.70751513,1.67958935,0.947530548,1.176343754,0.779686378,1.065738749,1.047950137,0.613420231,1,Core,Core,0.023801456,1844.2275,0.048703027,Core,-1.326849133,-0.521771268,Not Selected,0.313093758, 
DAN5_S, 2-3, ,10, ,98.7,2054.37,flake,Flake,Unidirectional,208,93.7,69,34.7,68.3,66.3,57.4,15.4,30.5,33.2,3,19892.21333,0.103275084,45.10457788,2.077394455,1.514258712,1.469917315,1.272598098,0.341428758,0.676206306,0.736067192,2,Retouched Flake/Knife,Large Flake,0.178438147,684.79,0.034425028,Flake,0.523611994,1.588561399,Selected,0.399349663, 
DAN5_S,2012-6, ,100, ,661.4,13291.99,indet,handaxe,Bifacial,178,100.28,56.54,42.24,52.15,51.5,39.11,32.86,28.9,16.66,20,17151.84187,0.77495992,40.0972759,2.500918024,1.300587105,1.284376528,0.975377981,0.819507043,0.720747217,0.415489572,2,Handaxe/Cleaver,Handaxe/Cleaver,1.066719232,664.5995,0.038747996,Handaxe,0.829250161,-0.690938018,Not Selected,1.102452753, 
