Note,Site,Catalog,Scan,Coverage,Old_Scar_Length,New_Scar_Length,Total_Scar_Area,Base,Type,Technology,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,SA_fitted,Calc_cover,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Dis_1,logSDI,Average_scar_area,Average_scar_area_relative,Collapsed_Types,FAC1_1,FAC2_1,filter_$,logSDI_plus_one
 ,EG10,83, ,30, ,249.8,4666.46,cobble,Oldowan,Unifacial simple,192,68.8,53.1,47.7,44.3,52.2,36.3,44.6,47.5,43.8,12,15890.0933333333,.293671025217389,47.3785424409154,1.4521341614888,.935022432470257,1.10176458182726,.766169622994816,.941354412825586,1.00256355626043,.924469131878042,1,Oldowan,Core,.87805479792567,388.871666666667,.0244725854347824,Core,-1.88380415806746,-.0662914371690504,Not Selected,.932061348805603
 ,EG10,4202, ,45, ,301.1,6640.39,cobble,Oldowan,Multifacial,182,66,60.5,41,60,56.3,38.8,32,39.3,37.2,11,14961.76,.443824122295773,45.5155830851946,1.45005282864252,1.31822984422047,1.23693900382688,.852455299262572,.703055916917585,.863440547964409,.817302503416692,1,Oldowan,Oldowan,.866410001166586,603.671818181818,.0403476474814339,Core,-1.30860422898757,.925621001643958,Not Selected,.921794449322199
 ,EG10,1334, ,35, ,283.3,5925.57,flake,Oldowan,Unidirectional,210,85.1,50.6,44.4,49.1,47.9,34.6,42.8,44.1,35.6,9,17749.18,.333850352523328,46.4325083857326,1.83276766555539,1.0574487941101,1.03160483172859,.745167582000192,.921767991607174,.949765617520476,.766704217318117,1,Oldowan,Core,.705064215693357,658.396666666667,.0370944836137031,Core,-1.09375807945373,-.745890301501654,Not Selected,.78323568000253
 ,EG10,184, ,30, ,199.9,5035.18,cobble,Oldowan,Unifacial Centripetal,199.1,71,61.4,46,47.6,58.6,43.5,37.2,46,38.9,9,16328.07,.308375699026278,47.8394390031024,1.48413111607341,.99499494542386,1.22493075213946,.90929159928441,.777601091801841,.961549737174319,.813136625566978,1,Oldowan,Core,.741307655865279,559.464444444444,.0342639665584753,Core,-1.49221250816292,.567573814161065,Not Selected,.813713077335282
 ,EG10,4182, ,30, ,215.4,4229.35,cobble,Oldowan,Unifacial simple,146.5,84.9,49.3,38.2,36,46.9,34.2,34.5,38.1,32,9,14884.62,.284142289154846,41.3360550558668,2.05389701279562,.870910394118284,1.13460270789299,.82736487441237,.834622461030022,.921713500441851,.774142572549586,1,Oldowan,Oldowan,.781504757726297,469.927777777778,.0315713654616495,Core,-.662936270528339,-.848664588769303,Not Selected,.847974057368652
 ,EG10,344, ,65, ,304.3,9460.08,cobble,Oldowan,Unifacial simple,195.2,82.1,58.6,37.1,55.4,58.1,54.7,38,38.5,36.5,11,19492.7633333333,.485312412520954,49.913949896333,1.64483075714334,1.10991015768259,1.16400325201008,1.09588602211621,.761310216460984,.77132745615126,.731258497390155,1,Oldowan,Oldowan,.751519275217105,860.007272727273,.0441193102291777,Core,-.957234498793967,.807464769249122,Not Selected,.822372088729297
 ,EG10,1302, ,35, ,334.1,9683.43,cobble,Oldowan,Unifacial simple,518,103.9,71.6,60.1,64.2,70.3,53.8,55.1,60,40,10,29475.5933333333,.328523666699161,61.5227669760637,1.68880570733146,1.04351613484774,1.14266642180367,.874473022660565,.895603411683962,.975248724156764,.650165816104509,1,Oldowan,Core,.530537443949614,968.343,.0328523666699161,Core,-1.14944351121772,-.0957839864024978,Not Selected,.642725353836898
 ,EG10,1335, ,40, ,206.5,3725.24,cobble,Oldowan,Unifacial simple,158,68.2,55.7,33.2,49.9,53.1,33.2,32.2,33,28,9,12966.4333333333,.287298743165044,40.4928094420929,1.68424964678062,1.2323175568087,1.31134393319723,.819898655031037,.79520291240962,.814959506506753,.69148079339967,1,Oldowan,Oldowan,.841421977971394,413.915555555556,.0319220825738938,Core,-.859617243542175,.436941341161,Not Selected,.899875137955612
HAMMERSTONE???,EG10,1125,1,40, ,218.9,6304.96,cobble,Oldowan,Unifacial Centripetal,212,85.3,65.8,35,56.6,64.9,54.1,26.2,34.8,24.4,10,17645.16,.3573195142464,45.0591028906404,1.89306920306481,1.25612798233843,1.44033049564955,1.20064529760617,.581458535994116,.772318971473101,.541511002986887,1,Oldowan,Retouched Flake/Knife,.753374399259123,630.496,.03573195142464,Core,-.028857133330549,1.22760729263599,Not Selected,.823948463975325
 ,EG10,1184, ,30, ,275.2,7335.26,cobble,Oldowan,Unifacial simple,338,104.7,71.4,50.8,45.7,67.2,38.8,38.7,48.3,41.7,11,22958.47,.319501255963485,51.588291755425,2.0295302759078,.885859919856606,1.30262115129899,.752108640928585,.750170216596295,.936258952496151,.808322946565,1,Oldowan,Oldowan,.680449742751874,666.841818181818,.0290455687239532,Core,-.606903450371124,-.617297654147084,Not Selected,.762773066482689
 ,EG10,72, ,40, ,243.4,4450.67,indet,Oldowan,Unifacial simple,96,70.1,52.3,29.6,49.3,47.9,41.1,30.3,31.2,17.2,8,12341.8433333333,.360616309881317,37.8177268137236,1.85362807091201,1.30362145358006,1.26660177741349,1.08679192174727,.801211562747988,.825009925997928,.454813164332191,1,Oldowan,Oldowan,.811709957788367,556.33375,.0450770387351646,Core,-.311109957422132,.584544628776676,Not Selected,.874018510510188
 ,EG10,205, ,55, ,364.2,9721.37,cobble,Oldowan,Multifacial,232,70.6,65.1,61.6,50,61.2,33.6,53.5,57.9,38.2,10,17814.9466666667,.545686169141867,50.681748289879,1.39300640530782,.986548445685424,1.20753529751896,.662960555500605,1.0556068368834,1.14242310010372,.753723012503664,1,Oldowan,Core,.749215473476145,972.137,.0545686169141867,Core,-1.95380534114193,-.225867223587462,Not Selected,.820415864462714
PUBLISHED HAMMERSTONE,EG10,1545, ,35, ,328.1,8778.27,cobble,Oldowan,Unifacial Centripetal,452,84.5,68.4,66.1,65.4,66.5,57.6,51.8,63,42.4,10,25360.7266666667,.346136375166958,60.3891963684084,1.39925690490236,1.08297516663449,1.10119034527819,.953812990797348,.857769321585115,1.0432329586846,.702112340448048,1,Oldowan,Core,.5958383066735,877.827,.0346136375166958,Core,-1.66623610996004,.517904148813176,Not Selected,.693999807575074
 ,EG10,1559, ,25, ,219.9,4738.03,cobble,Oldowan,Unifacial simple,228,80,56.3,34.6,52.1,49.8,44.8,34.4,34.5,33.5,10,16578.3733333333,.285795831999601,44.9315146322477,1.78048749646609,1.15954248207354,1.10835346655014,.997072998021008,.765609623480417,.767835232851,.745579139145174,1,Oldowan,Oldowan,.780458084582764,473.803,.0285795831999601,Core,-.787805997803934,.331377449409617,Not Selected,.847076075716423
 ,EG10,303, ,20, ,201.5,2940.52,cobble,Oldowan,Unifacial simple,134,63.5,50.8,34.6,49.4,46.6,41.1,24.7,32.5,33.6,9,12248.9066666667,.240063875088715,39.9372619030385,1.58999382967636,1.23694008166948,1.16683011752627,1.02911411653068,.618470040834742,.813776369519397,.841319569718515,1,Oldowan,Oldowan,.866145183989748,326.724444444444,.0266737638987462,Core,-1.03390945227779,.984444283940762,Not Selected,.921561347404158
 ,EG10,1171,1,60, ,471,10717.11,flake,Oldowan,Bifacial,158,86.3,61.5,39.8,57.9,60.1,27,30.4,34,23,11,15751.9066666667,.680369064316447,40.9396372588154,2.10798154987114,1.4142773086621,1.46801496115012,.659507553262118,.742556652561792,.830490992996741,.561802730556619,1,Oldowan,Handaxe/Cleaver,.844059555305952,974.282727272727,.061851733119677,Core,.0922996056714498,-.246754535729868,Not Selected,.902181448754695
 ,EG10,1223,1,50, ,253,6966.86,cobble,Oldowan,Unifacial simple,166,82,57.7,38.9,50.4,57.1,48.5,26.9,38.3,20.5,7,15562.9433333333,.447656966345055,42.2853172187078,1.93920739853695,1.19190308397881,1.35035051776171,1.14697022962246,.636154622202975,.905751748341039,.484801849634237,1,Oldowan,Oldowan,.653006303881084,995.265714285714,.0639509951921507,Core,-.131092042039403,.687345684699917,Not Selected,.740193979591455
 ,EG10,1215,1,30, ,241.4,5251.67,cobble,Oldowan,Unifacial simple,206,78,53.2,45.5,48.4,51.2,43.4,31.9,45,40.8,10,16871.08,.311282383818938,46.7944897853361,1.66686292248971,1.03430981344233,1.09414591835222,.927459626103247,.681704195223354,.961651686051754,.871897528686923,1,Oldowan,Oldowan,.772857115216006,525.167,.0311282383818938,Core,-1.2312928412869,.213243745436962,Not Selected,.840564172568926
 ,EG10,1533, ,80, ,533.3,12447.31,cobble,Oldowan,Multifacial,196,80.4,56,56.8,48.3,47,36.7,36.5,49.6,25.8,15,15782.85,.788660476403184,43.8727117111552,1.83257420989451,1.10091211863066,1.07128094359505,.836510864466774,.831952222153604,1.13054329366627,.588064858398986,1,Oldowan,Oldowan,.977905830048322,829.820666666667,.0525773650935456,Core,-.95491644254683,-.572803124527934,Not Selected,1.02135417238421
 ,EG10,316, ,30, ,220.9,5591.47,cobble,Oldowan,Unifacial Centripetal,272,84.3,64.2,58.9,56.3,53.7,42.9,42,62.4,45.9,8,21373.55,.261606986204912,53.8626517211332,1.56509190146174,1.04525117499758,.996980250397338,.796470255904019,.779761089696242,1.15850219040585,.852167476596607,1,Oldowan,Core,.57321332550326,698.93375,.032700873275614,Core,-1.6579890832248,-.270231974252996,Not Selected,.676047993829149
 ,EG10,1121, ,30, ,163.3,3408.77,cobble,Oldowan,Unifacial simple,134,79.6,43.9,42.6,42.4,41.3,30.4,33.6,38,25.3,5,13390.8266666667,.254560086905264,38.9858102758098,2.04176851620783,1.08757518953784,1.05935979546964,.779770890612035,.861852036992249,.974713613265044,.648954063568569,1,Oldowan,Pick,.57216261584606,681.754,.0509120173810529,Core,-.60367513692735,-.963349623196042,Not Selected,.675219026863509
QUESTIONABLY FLAKED FLAKE OR FRAG,EG10,1151, , , , , ,indet,Oldowan,Multifacial,126,72.5,56.1,42.4,49.2,45.2,32.3,27.5,41.9,35.4,9,13685.5866666667, ,41.5117056199291,1.74649532986652,1.18520786523356,1.08884950220644,.778093781443982,.66246374581144,1.00935385270907,.852771512789999,1,Oldowan,Oldowan,.817979090182408, , ,Core,-1.087603674153,-.141841592485582,Not Selected,.879454970052201
 ,EG10,4103, ,20, ,114.2,2406.86,flake,Oldowan,Unifacial simple,114,64.1,58.8,36.8,58,56,36.8,32.2,35.6,26.3,4,13300.8333333333,.180955579224359,42.0115852694945,1.52576960828337,1.38057156443737,1.33296564842229,.875948854677503,.766455247842815,.847385305068454,.626017795598324,1,Oldowan,Oldowan,.478181139779626,601.715,.0452388948060898,Core,-.976301761879839,.952932579116485,Not Selected,.602855147520245
 ,EG10,MAR_2004, ,35, ,222.9,7350.13,flake,Oldowan,Unifacial simple,406,86,84.1,67,57.5,84,42,50,65.4,36.2,5,23607.8,.311343284846534,57.4485064330278,1.49699279127921,1.00089634300645,1.46217900543551,.731089502717754,.870344646092565,1.13841079708907,.630129523771017,1,Oldowan,Core,.32591448707422,1470.026,.0622686569693068,Core,-1.41091232596545,.283950422255711,Not Selected,.493868320410904
 ,DAN5_S,18, ,5, ,134,3267.9,cobble,pick,Bifacial,530,122.15,74.11,60.34,71.02,72.01,39.63,56.1,59.63,32.84,6,32258.8342,.101302482902497,59.7530754564458,2.04424624284043,1.18855806931254,1.2051262541706,.663229460530218,.938863808623398,.997940265743551,.549595142160292,2,Pick,Pick,.269502581988341,544.65,.0168837471504162,Pick,-.483733793357552,-1.01685600890028,Not Selected,.456359294084773
 ,DAN5_S,19, ,30, ,347.6,9058.74,flake,handaxe,Bifacial,502,137.28,84.05,48.05,74.67,83.14,62.28,28.86,44.47,18.19,12,31806.3966,.284808748187464,53.4056107292196,2.57051643311497,1.39816770149107,1.55676526988038,1.16616960558275,.540392659234397,.832684045604769,.34060091723748,2,Handaxe/Cleaver,Handaxe/Cleaver,.576666776103414,754.895,.0237340623489553,Handaxe,1.37863246606779,.17606226703227,Selected,.678775601678191
 ,DAN5_S,20, ,35, ,345.9,10794.16,flake,handaxe,Unidirectional,378,133.75,86.17,39.51,70.86,80.91,64.57,35.22,39.66,19.71,5,31492.9555666667,.342748395816649,54.138732950828,2.47050480700166,1.3088595934515,1.4944937864262,1.1926766010325,.650550873290457,.732562397350923,.364064670998152,2,Handaxe/Cleaver,Handaxe/Cleaver,.200756583900776,2158.832,.0685496791633298,Handaxe,1.11861234328084,.238281133284826,Selected,.412906648540932
 ,DAN5_S,25, ,10, ,219.7,4474.37,flake,Flake,Unidirectional,360,122.3,90,35.6,79,90,76.1,34.1,23.5,13.5,7,29502.09,.151662814397217,49.3796609286169,2.47672822575263,1.59984897656957,1.82261275811723,1.54112034325246,.69056772279775,.475904442397277,.273391913717584,2,Retouched Flake/Knife,Retouched Flake/Knife,.375245256466079,639.195714285714,.0216661163424596,Flake,1.84196560421027,1.72616463384626,Selected,.527979419468245
 ,DAN5_S,30, ,5, ,143,4965.12,flake,Flake,Unidirectional,462,130.96,96.84,48.41,96.84,81.1,54.03,22.34,45.79,47.45,3,35070.5611,.141575151473696,59.6827012479054,2.19427065568008,1.62258071392837,1.35885270445674,.905287442932154,.374312816492769,.76722398689364,.795037741386836,2,Retouched Flake/Knife,Large Flake,-.0678214595702926,1655.04,.0471917171578986,Flake,.447208485555901,.489827844706287,Selected,.268441837358349
 ,DAN5_S,32, ,0, ,0,0,flake,Flake, ,118,105.4,61.6,24,56.6,57.2,54,24.3,20,17.2,0,18416.3266666667,0,39.6488158274999,2.65833916600596,1.42753317643204,1.44266603695959,1.36195744747933,.6128808513657,.504428684251605,.43380866845638,2,Large Flake,Large Flake,0, , ,Flake,1.64249132755974,.474022563258954,Selected,0
 ,DAN5_S,36, ,80, ,564.4,16606.08,cobble,Core,Multifacial,352,80.11,77.7,64.56,66.18,77.16,36.91,59.45,62.93,50.11,12,24622.6287,.674423523269065,60.0953039407942,1.33304925254932,1.10125077435669,1.28396055831614,.614191086151485,.98926199056369,1.04717000952352,.833842192550824,1,Core,Core,.687846829907141,1383.84,.0562019602724221,Core,-1.93121675405549,.140161824023045,Not Selected,.768901834983037
 ,DAN5_S,37, ,50, ,488.6,13917.3,flake,handaxe,Bifacial,496,124.52,92.04,46.5,89.46,90.7,73.76,27.75,44.12,33.2,13,34732.3035333333,.400701899505262,60.6802748730944,2.05206717109339,1.47428468620314,1.49471966285071,1.21555151413306,.457315001588834,.727089652976553,.547130019918893,2,Handaxe/Cleaver,Retouched Flake/Knife,.573209764543443,1070.56153846154,.0308232230388663,Handaxe,.482048852130373,1.36239916293172,Selected,.676045183662797
 ,DAN5_S,41, ,10, ,153.4,3788.04,flake,Flake,Bifacial,348,126.71,90.31,35.21,72.47,90,56.22,28,35.13,21.41,4,28847.6790666667,.131311776980251,51.6340842166331,2.45399917365402,1.40353026686692,1.74303469046533,1.08881566997734,.542277459255881,.680364540844968,.414648585809586,2,Retouched Flake/Knife,Retouched Flake/Knife,.141949113492586,947.01,.0328279442450629,Flake,1.30996177068026,.658879248515529,Selected,.377778426444868
 ,DAN5_S,44, , , , , ,indet,Core,Bifacial,102,62.43,49.61,40.6,37.09,49.28,27.26,27.19,37.45,27.51,11,10322.9633, ,36.5498397350884,1.70807862503611,1.01477873142062,1.34829592570526,.745830903707903,.743915710631618,1.02462829581295,.752670878980353,1,Core,Core,1.02758830181025, , ,Core,-1.07002469286609,.0230671881449565,Not Selected,1.06654413578549
 ,DAN5_S,45, ,30, ,187,7376.91,cobble,Core,Unifacial simple,684,117.08,82.05,74.13,66.05,82,54.35,74.29,73.05,42.76,4,37866.7938333333,.194812109851937,69.7075151282935,1.67958934964931,.947530547867587,1.17634375359791,.779686378146909,1.06573874944865,1.04795013658936,.613420230534716,1,Core,Core,.0238014561949255,1844.2275,.0487030274629844,Core,-1.32684913254485,-.521771268214215,Not Selected,.313093757847977
 ,DAN5_S,2-3, ,10, ,98.7,2054.37,flake,Flake,Unidirectional,208,93.7,69,34.7,68.3,66.3,57.4,15.4,30.5,33.2,3,19892.2133333333,.103275083851906,45.1045778806059,2.07739445534838,1.51425871184946,1.46991731472356,1.27259809751331,.341428757869425,.676206306169965,.736067192289929,2,Retouched Flake/Knife,Large Flake,.178438146558798,684.79,.0344250279506353,Flake,.52361199384703,1.58856139896145,Selected,.399349662507754
 ,DAN5_S,2012-6, ,100, ,661.4,13291.99,indet,handaxe,Bifacial,178,100.28,56.54,42.24,52.15,51.5,39.11,32.86,28.9,16.66,20,17151.8418666667,.774959919950754,40.0972759016241,2.50091802360914,1.300587105417,1.28437652788064,.975377980687608,.819507042838016,.720747216616514,.415489571931873,2,Handaxe/Cleaver,Handaxe/Cleaver,1.06671923165962,664.5995,.0387479959975377,Handaxe,.829250161045117,-.690938017729126,Not Selected,1.1024527533648
 ,DAN5_S,2006-1, ,30, ,284.4,7193.49,flake,handaxe,Bifacial,246,104.4,67.12,38.66,60.1,63.53,32.12,27.44,37.67,22.73,5,19333.0956,.372081644286702,43.6273024643299,2.39299691025725,1.37757772324196,1.45619821560003,.736236214151944,.62896393886455,.863450130358148,.521004020786852,2,Handaxe/Cleaver,Handaxe/Cleaver,.412668605850138,1438.698,.0744163288573404,Handaxe,.642098256976026,-.572758973400309,Selected,.554639192625702
 ,DAN5_S,2014-3, ,5, ,113.9,2183.75,flake,Flake,Unidirectional,466,126.94,96.87,44.43,74.13,95.55,70.11,26.69,42.21,41.98,3,34597.7807,.0631182103538797,60.5422422952374,2.09671784835736,1.22443433195786,1.57823688680121,1.15803441270155,.440849215161949,.697199152191303,.693400151835842,2,Retouched Flake/Knife,Large Flake,-.0619269868287265,727.916666666667,.0210394034512932,Flake,.389649926106027,1.18121118216754,Selected,.271169356225333
 ,DAN5_S,2016_30MN, ,25, ,239.2,7606.44,flake,Flake,Bifacial,272,114.3,69,40,69,65.5,47.8,32.2,39,24,5,24514.5,.310283301719391,49.6542704604608,2.3019168127949,1.38960857465309,1.31912118318518,.962656374904605,.648484001504776,.785430933499573,.483342112922814,2,Retouched Flake/Knife,Handaxe/Cleaver,.309548736,1521.288,.0620566603438781,Flake,.55478401871012,-.123796027982686,Selected,.482817751875221
 ,DAN5_MAIN,1, ,25, ,232.7,6102,cobble,handaxe,Unidirectional,286,119.85,78.82,36.94,69.84,75.47,33.21,27.63,31.65,22.76,9,23504.2828,.259612260962075,45.7195307740933,2.62141797981689,1.52757473266927,1.65071685387385,.726385407673917,.604336910991579,.69226432257993,.497817882525094,2,Handaxe/Cleaver,Handaxe/Cleaver,.583095505595738,678,.0288458067735638,Handaxe,1.35901258510267,-.440539906873159,Not Selected,.683865245009921
 ,DAN5_MAIN,6, ,70, ,482.1,18441.61,cobble,Core,Multifacial,382,99.75,79.38,62.73,79.06,56.33,26.68,57.26,57.6,32.3,10,25952.5346,.71058993983578,53.5492128738506,1.8627724787475,1.47639891899526,1.05192956118142,.49823328053116,1.06929676323891,1.07564606291585,.603183469308713,1,Core,Pick,.585820221282181,1844.161,.071058993983578,Core,-.940994067754435,-1.23811558121776,Not Selected,.686027132709153
 ,DAN5_MAIN,8, ,25, ,232.8,8475.22,flake,Core,Bifacial,316,109.84,76.22,48.32,73.47,66.26,55.71,42.48,46.27,22.61,5,26846.5500333333,.315691215052845,53.9127380960025,2.03736637906255,1.36275771913443,1.22902309064716,1.03333649833917,.787939947037299,.858238732330882,.419381407780446,1,Core,Handaxe/Cleaver,.270081520548228,1695.044,.063138243010569,Core,-.00404499242179213,.119466730101549,Not Selected,.456735891169403
 ,DAN5_MAIN,9, ,75, ,465.1,17886.79,cobble,pick,Multifacial,394,106.44,88.91,58.07,81.24,87.12,35.29,56.58,29.12,26.02,10,27893.4602,.641253895061754,52.7716707962419,2.01699128327732,1.53946234360625,1.65088576286283,.668730011150474,1.07216616692813,.551811219175455,.493067579771475,2,Pick,Retouched Flake/Knife,.554497607908415,1788.679,.0641253895061754,Pick,.180131111995398,.188663550744836,Not Selected,.661345945415466
 ,DAN5_MAIN,10, ,25, ,248.1,5082.16,flake,handaxe,Bifacial,202,106.23,68.8,32.01,54.7,62.67,44.36,26.84,32.5,17.62,7,19153.797,.265334335536708,42.4473980377686,2.50262689612869,1.28865378158938,1.47641558486666,1.0450581672999,.632312020070546,.765653526538478,.415102004234092,2,Handaxe/Cleaver,Handaxe/Cleaver,.562843159741542,726.022857142857,.0379049050766726,Handaxe,1.04458085381478,-.142189104492841,Selected,.667884963941205
BROKEN,DAN5_MAIN,13, , , , , ,flake,Core,Bifacial,282,95.05,69.97,44.57,56.89,67.44,60.42,40.81,44.31,30.18,11,23158.3248333333, ,53.1771239864802,1.78742272756544,1.06982092552549,1.26821450549198,1.13620285322992,.767435260514945,.83325303585928,.567537274254865,1,Core,Oldowan,.676685543831304, , ,Core,-.585907991119897,.676780534199029,Not Selected,.759661181653535
 ,DAN5_MAIN,17, ,5, ,130.9,2082.88,flake,handaxe,Unidirectional,274,120.2,83.92,29.49,78.04,72.94,53.49,25.95,29.44,17.43,6,25177.6407,.0827273700827735,46.7401796355811,2.57166320149308,1.66965554279966,1.56054171311901,1.14441151953298,.555196839257449,.62986493054872,.372912559085061,2,Handaxe/Cleaver,Retouched Flake/Knife,.377136218772911,347.146666666667,.0137878950137956,Handaxe,1.60470893182268,.494798215649282,Selected,.529310574951587
 ,DAN5_MAIN,1-1, ,95, ,614,18375.03,indet,handaxe,Bifacial,214,107.6,61.68,47.69,58.24,57.63,35.7,37.7,46.11,18.14,16,21029.0806666667,.87379140777782,45.5455885352023,2.36246809977734,1.27871879303933,1.26532561886773,.783830029387092,.827742075851355,1.01239223123358,.398282261430864,2,Handaxe/Cleaver,Pick,.881299695710016,1148.439375,.0546119629861137,Handaxe,.334708516795453,-1.12426792208181,Not Selected,.934928058965245
 ,DAN5_MAIN,2012-1, ,95, ,538.5,15587.01,cobble,Core,Bifacial,222,87.72,73.39,54.3,62.81,67.83,38.88,41.85,50.5,30.87,15,20948.2593,.744071847535322,51.4009658816691,1.7065827167906,1.22196147334266,1.31962500775087,.756406019480377,.81418703485735,.982471810281868,.60057237194854,1,Core,Oldowan,.854943318045147,1039.134,.0496047898356882,Core,-.89289891045515,.101329793281927,Not Selected,.911716741891874
 ,DAN5_MAIN,2012-2, ,15, ,320.1,10157.17,flake,handaxe,Bifacial,574,133.55,100.81,57.63,95.54,86.65,63.27,50.86,41.59,20.67,11,38092.5279666667,.26664468183598,60.7635362497303,2.19786418372899,1.57232455345165,1.42601970438126,1.04124947139298,.837015143275599,.684456543626271,.340171117017433,2,Handaxe/Cleaver,Handaxe/Cleaver,.460552890088691,923.379090909091,.0242404256214527,Handaxe,.641475282371729,.371941570688603,Selected,.589693351603538
 ,DAN5_MAIN,2012-3, ,90, ,441.7,12926.81,cobble,Core,Bifacial,154,74,59.28,48.32,42.6,55.23,32.5,39.48,43.9,30.51,8,14721.6096666667,.878084006619838,43.5939506121302,1.69748322785431,.977199804143156,1.26691890100532,.745516282503581,.905630241022812,1.0070204554433,.699867747051824,1,Core,Core,.735134688462516,1615.85125,.10976050082748,Core,-1.19382385923583,-.256157820082815,Not Selected,.808493771164146
 ,DAN5_MAIN,2012-4, ,15, ,327.8,8877.56,flake,handaxe,Multifacial,926,170.39,97.03,46.06,94.02,95.02,64.94,45.76,40.36,29.76,8,48248.5998666667,.183996220087895,65.9621096601075,2.58314964269629,1.42536375025709,1.44052396883034,.984504594146939,.693731601911979,.611866421616422,.451168104739959,2,Handaxe/Cleaver,Handaxe/Cleaver,.219605271985777,1109.695,.0229995275109869,Handaxe,1.2400279202893,-.279776728608045,Selected,.424567917463848
BROKEN,DAN5_MAIN,2014-1, , , , , ,flake,pick,Multifacial,618,146.52,84.12,49.86,82.35,73.51,39.23,49.02,44.41,35.48,11,37076.9974, ,59.6517620118612,2.45625602762356,1.38051244795796,1.2323190048499,.657650313702376,.821769522755301,.744487648012299,.59478544813052,2,Pick,Pick,.472288128655864, , ,Pick,.501457860842981,-1.24042899768095,Not Selected,.598440198594912
TOO WEATHERED,DAN5_MAIN,2015-1, , , , , ,indet,pick,Bifacial,636,116.79,86.42,59.89,78.39,83.74,65.9,57.4,51.4,35.63,6,35847.3386, ,65.747950309418,1.77632913954537,1.19228051416184,1.27365187212543,1.002312614916,.873031018151418,.781773420435242,.541918034437892,2,Pick,Oldowan,.223694332339073, , ,Pick,-.596920768895601,.472680773665064,Not Selected,.427123140250564
BROKEN,DAN5_MAIN,2015-2, , , , , ,cobble,Core,Bifacial,392,112.3,76.87,37.15,58.25,74.77,47.21,31.67,36.85,21.89,6,23140.1190666667, ,48.0328482960011,2.33798335897039,1.21271176010708,1.55664306099926,.982869050552024,.659340453950066,.767183319484052,.455729792768138,1,Core,Handaxe/Cleaver,.413785661115222, , ,Core,.711017779498205,.0767134706717554,Not Selected,.555445052864238
 ,DAN5_MAIN,50, ,80, ,1161.4,29655.08,cobble,pick,Bifacial,732,174.08,90.27,58.2,80.53,58.46,34.99,57.57,55.88,27.54,31,42153.0551,.703509625331996,59.1741830027426,2.94182346365359,1.36089753864904,.987930834588633,.591305164253443,.972890491742518,.944330739596524,.465405665148323,2,Pick,Pick,.866532637649568,956.615483870968,.0226938588816773,Pick,1.03353049721656,-2.9604446351013,Not Selected,.921902404277044
 ,DAN5_MAIN,51, ,60, ,702.9,23258.36,cobble,handaxe,Bifacial,1216,165,97.5,76.5,84.6,90.6,69.5,70,75.2,37.2,12,55488.4,.419157157171589,77.7736182941866,2.12154202953334,1.08777245877891,1.16491944167103,.893619218500407,.900048133741418,.966908852247923,.478311293931153,2,Handaxe/Cleaver,Pick,.334979043871578,1938.19666666667,.0349297630976324,Handaxe,-.256982291024815,-.784119754532008,Not Selected,.500046212172865
 ,DAN5_MAIN,53, ,80, ,969.1,45132.6,cobble,pick,Bifacial,1320,206.06,107,66.6,103.99,91.73,60.88,65.16,59.52,41.22,13,67325.6953333333,.67036218157935,78.956709761457,2.60978453411427,1.31705082841184,1.16177586777784,.771055432577293,.825262351950335,.753830803991467,.522058228167477,2,Pick,Pick,.285762504848312,3471.73846153846,.05156632165995,Pick,.768141080781532,-1.4649505829504,Not Selected,.467002794381973
 ,DAN5_MAIN,54, ,5, ,96.2,2399.02,flake,Flake,Unifacial simple,446,125.7,114.4,37.7,91.5,108.4,89.3,20.8,35.8,37.7,3,37407.11,.0641327277087163,60.9521824656457,2.06227234063108,1.50117676346654,1.77844329136364,1.46508289592964,.341251111257967,.587345662645924,.618517639155066,2,Retouched Flake/Knife,Retouched Flake/Knife,-.0958329020341384,799.673333333333,.0213775759029054,Flake,.902507953941688,2.48472960849901,Selected,.255751550922626
 ,DAN5_MAIN,55, ,35, ,523.4,16124.64,cobble,handaxe,Bifacial,770,151.97,94.38,49.85,85.27,92.46,54.19,46.47,49,38,9,43040.5957666667,.374637936877443,66.277863800322,2.29292242215057,1.28655323377495,1.39503590940345,.817618385578334,.701139073220616,.739311697607278,.573343765491358,2,Handaxe/Cleaver,Handaxe/Cleaver,.320364235247881,1791.62666666667,.041626437430827,Handaxe,.418553366204295,-.344414439821639,Not Selected,.490105906830576
 ,DAN5_MAIN,49, ,65, ,601.6,15566.36,indet,handaxe,Bifacial,344,120.1,73.25,43.22,69.13,69.05,48.36,42.04,36.8,18.07,17,26474.9870666667,.587964782033787,49.94309585138,2.4047367899938,1.38417530634697,1.38257348333948,.968302008027477,.841757990435796,.736838583445226,.361811771816718,2,Handaxe/Cleaver,Handaxe/Cleaver,.80761316475651,915.668235294118,.0345861636490463,Handaxe,.787702554581071,-.376232534597996,Not Selected,.870471512235391
