GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Site,Locality,Catalog,FAI,Base,Weight,L.x,Br,T,Br1.x,Br2.x,Br3.x,T1.x,T2.x,T3.x,ScarCnt,SA_fitted,GM,Mode,Typology,Average_scar_area,BaseRefinement,MidRefinement,TipRefinement,AvgScarLength,GM_Scar_length,SDI.x,Volume_fitted,Avg_Scar_length,Contexts,LbyBr.x,LbyT.x,SA_Corrected,cSDI,Dis_1,Dis_2,Flaked.x,PC1,PC2,Note,Name,Type,L.y,Br1.y,Br2.y,Br3.y,T1.y,T2.y,T3.y,Caliper_L_GM,Caliper_Br1_GM,Caliper_Br2_GM,Caliper_Br3_GM,Caliper_T1_GM,Caliper_T2_GM,Caliper_T3_GM,Volume,Length,Width,Thickness,Lengthofthehighertouchpointofwidth,Lengthofthehighertouchpointofthickness,widthathalflength,thicknessathalf,widthatonefifth,thicknessatonefifth,widthatfourfifth,thicknessatfourfifth,@3DGMPC110x10,@3DGMPC210x10,@3DGMPC310x10,@3DGMPC410x10,@3DGMPC510x10,ScarCount,SurfaceArea3D,SDI.y,Cortex,Ventral,Flaked.y,SurfaceAreaCallipers,FlakedVisual,FlakedCallipers,FAC1_1,ScarcountDS,PC1_Final,PC2_Final,FAC1_2,FAC2_2,FAC3_2,FAC4_2,LbyBr2,LbyT2,Br1byBr3,T1byT3,LbyBr.y,LbyT.y,SDILinearEst,SAcalipersCorrected,SDILinearCorrected,TDFlaked_VisualFlaked,PC11,PC22
2.68,1.5,1.71,1.5,0.34,0.61,0.47,OGS12,OGS12,5034,5,flake,774,165,109,39,92.67,105.66,92.31,20.87,37.71,28.83,5,46180.82,61.65,2,Knife,1386.66,4.44,2.8,3.2,50.38,4.09,0.01,467167.87,50.38,Acheulean,1.51,4.23,29228.37,0.02,2,flake,Flaked,1.97325,1.28471,NA,OGS12-5034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.917663599,0.378627827
2.15,1.2,1.1,0.64,0.83,1.06,0.62,OGS12,OGS12,5035,75,cobble,1080,184,110,66,102.53,94.31,54.75,71.56,91,53.56,16,67641.88,85.71,2,Pick,#NULL!,1.43,1.04,1.02,#NULL!,#NULL!,0.02,1144673.21,#NULL!,Acheulean,1.67,2.79,42811.32,0.04,2,cobble,Flaked,-0.45375,-1.29947,tip broken off at least 25mm,OGS12-5035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210597514,-0.387186113
2.01,1.12,1.19,0.78,0.68,0.99,0.71,OGS12,OGS12,2015-13,0,flake,642,125,102.76,63.6,69.6,73.8,48.48,42.45,61.5,44,0,33406.81,62.13,2,Large Flake,#NULL!,1.64,1.2,1.1,#NULL!,0,0,397086.53,#NULL!,Acheulean,1.22,1.97,21143.55,0,2,flake,Unmodified,-0.5423,-0.48735,NA,OGS12-2015-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256903851,-0.141476462
2.45,1.5,1.77,0.99,0.58,0.66,0.41,OGS12,OGS12,2015-14,10,flake,526,143.8,103.4,42.4,87.8,103.8,57.9,33.8,39,24,2,37555.87,58.7,2,Knife,3385.88,2.6,2.66,2.41,62.93,2.14,0.01,398871.75,62.93,Acheulean,1.39,3.39,23769.54,0.01,2,flake,Flaked,1.28984,0.53502,NA,OGS12-2015-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59955206,0.161594976
2.32,1.27,1.45,1.15,0.75,0.62,0.43,OGS12,OGS12,2015-22,5,flake,822,150.29,95.47,49.61,82,94,74.4,48.7,40,28.1,3,42875.03,64.64,2,Knife,1232.5,1.68,2.35,2.65,39.69,1.84,0.01,488222.05,39.69,Acheulean,1.57,3.03,27136.1,0.01,2,flake,Flaked,0.74494,0.34308,NA,OGS12-2015-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.340482039,0.103269939
2.68,1.42,1.74,1.2,0.63,0.57,0.35,OGS5,OGS5,1,10,cobble,896,183,119,44,97.35,119.04,81.72,42.94,38.68,24.13,12,55423.03,68.32,2,Handaxe,899.49,2.27,3.08,3.39,31.68,5.56,0.02,649589.85,31.68,Acheulean,1.54,4.16,35077.87,0.03,2,flake,Flaked,1.77575,0.45194,NA,OGS5-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.822622419,0.129532091
2.38,1.08,1.38,0.86,0.86,0.91,0.42,OGS5,OGS5,4,35,flake,882,160,93,68.3,72.6,93,57.9,57.9,61,28,8,45334.07,67.2,2,Handaxe,2546.62,1.25,1.52,2.07,54.87,6.53,0.02,607080.67,54.87,Acheulean,1.72,2.34,28692.45,0.03,2,flake,Flaked,0.36307,-0.89524,NA,OGS5-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160118215,-0.271405197
2.38,1.37,1.55,1.25,0.52,0.53,0.58,OGS5,OGS5,9,0,flake,744,160,109,39,92.3,104.2,83.7,34.7,35.5,38.8,0,47965.04,67.15,2,Large Flake,#NULL!,2.66,2.94,2.16,#NULL!,0,0,535892.02,#NULL!,Acheulean,1.47,4.1,30357.62,0,2,flake,Unmodified,1.08057,0.95622,NA,OGS5-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.496544978,0.285637182
2.02,1.29,1.27,1.14,0.41,0.76,0.85,OGS5,OGS5,10,40,flake,704,142,93,57,90.3,89.21,80.28,28.5,53.61,59.77,7,45396.65,70.18,2,Knife,2959.75,3.17,1.66,1.34,58.57,5.84,0.02,569556.76,58.57,Acheulean,1.53,2.49,28732.05,0.02,2,flake,Flaked,-0.0467,0.89116,NA,OGS5-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025215336,0.268364592
2.51,1.32,1.62,1.21,0.39,0.47,0.85,OGS5,OGS5,11,0,flake,280,128.6,84.4,45.3,67.5,83.2,62.3,20,23.9,43.6,0,29829.15,51.32,2,Large Flake,#NULL!,3.38,3.48,1.43,#NULL!,0,0,256951.9,#NULL!,Acheulean,1.52,2.84,18879.21,0,2,flake,Unmodified,1.21811,0.93588,NA,OGS5-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.567663695,0.273125555
2.31,1.67,1.56,1.34,0.54,0.55,0.42,OGS5,OGS5,12,0,flake,466,135.5,103.9,31.8,98.3,91.5,79,31.7,32.2,24.6,0,37335.61,58.76,2,Large Flake,#NULL!,3.1,2.84,3.21,#NULL!,0,0,357979.79,#NULL!,Acheulean,1.3,4.26,23630.13,0,2,flake,Unmodified,1.24113,1.42289,NA,OGS5-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.577304603,0.420349881
2.56,1.31,1.37,1.04,0.48,0.86,0.51,OGS5,OGS5,14,0,flake,606,146.8,79.2,51.75,75,78.5,59.62,27.3,49.5,29.15,0,35011.74,57.31,2,Large Flake,#NULL!,2.75,1.59,2.05,#NULL!,0,0,371622.3,#NULL!,Acheulean,1.85,2.84,22159.33,0,2,flake,Unmodified,1.00507,-0.32183,NA,OGS5-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462521328,-0.098020517
2.24,1.43,1.34,1.13,0.59,0.66,0.53,OGS5,OGS5,18,0,flake,526,136.1,85.8,41.9,86.8,81.2,68.3,35.9,40,32,0,36532.13,60.63,2,Large Flake,#NULL!,2.42,2.03,2.13,#NULL!,0,0,383993.57,#NULL!,Acheulean,1.59,3.25,23121.6,0,2,flake,Unmodified,0.6064,0.52609,NA,OGS5-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.276127483,0.162353571
1.35,1.1,1.18,0.91,0.81,0.87,0.89,OGS5,OGS5,19,30,cobble,644,96,88,66,77.9,83.86,64.4,57.2,61.94,63.16,5,34664.82,70.94,1,Core,1677.74,1.36,1.35,1.02,47.5,3.35,0.01,434575.86,47.5,Acheulean,1.09,1.45,21939.76,0.02,1,cobble,Flaked,-1.70274,0.92306,NA,OGS5-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79551918,0.285531847
2.54,1.15,1.12,0.84,0.81,0.81,0.56,OGS5,OGS5,2,65,indet,840,165,73,53,74.6,73,54.4,52.5,52.7,36.16,17,43653.2,64.98,2,Pick,#NULL!,1.42,1.39,1.5,#NULL!,#NULL!,0.04,529836.83,#NULL!,Acheulean,2.26,3.11,27628.61,0.06,2,cobble,Flaked,0.46949,-1.39288,too exfoliated for scar measures,OGS5-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212063904,-0.419807494
2.49,1.33,1.45,1.07,0.76,0.74,0.35,OGS5,OGS5,21,5,flake,946,168,98.2,53,89.8,97.5,72.2,51,50,23.5,3,49284.5,67.47,2,Knife,2196.96,1.76,1.95,3.07,63.8,2.84,0.01,618239.16,63.8,Acheulean,1.71,3.17,31192.72,0.01,2,flake,Flaked,0.99867,-0.204,NA,OGS5-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.460798704,-0.062523857
2.41,1.61,1.8,1.43,0.36,0.54,0.52,OGS5,OGS5,23,0,flake,438,134.6,102,33.5,90,100.3,80,20,30,29.1,0,35480.83,55.86,2,Large Flake,#NULL!,4.5,3.34,2.75,#NULL!,0,0,317011.27,#NULL!,Acheulean,1.32,4.02,22456.22,0,2,flake,Unmodified,1.61058,1.89032,NA,OGS5-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.749283158,0.563397737
2.72,1.64,1.65,1.34,0.5,0.62,0.33,OGS5,OGS5,2013-1,55,flake,824,170,106,50,102.75,103.43,84.11,31.12,38.9,20.41,10,48062.53,62.57,2,Handaxe,2114.18,3.3,2.66,4.12,54.05,8.64,0.02,501404.53,54.05,Acheulean,1.6,3.4,30419.32,0.03,2,flake,Flaked,2.01339,0.75045,NA,OGS5-2013-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.932868657,0.214714177
2.31,1.31,1.51,1.04,0.55,0.68,0.56,OGS5,OGS5,2013-2,15,flake,634,161,105,38,91.59,105,72.16,38.53,47.4,39.22,7,48637.68,69.71,2,Knife,1250.2,2.38,2.22,1.84,36.97,3.71,0.01,602285.82,36.97,Acheulean,1.53,4.24,30783.34,0.02,2,flake,Flaked,0.70706,0.42069,NA,OGS5-2013-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329356052,0.129330995
2.98,1.2,1.18,0.84,1.02,0.64,0.43,OGS5,OGS5,3,50,cobble,1718,237,109,80,95.62,93.59,67.13,81.5,50.7,34.3,16,76904.31,79.56,2,Pick,2369.72,1.17,1.85,1.96,62.88,12.65,0.02,1160683.48,62.88,Acheulean,2.17,2.96,48673.61,0.03,2,flake,Flaked,1.34773,-2.15081,NA,OGS5-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.620803992,-0.650960329
1.53,1.33,1.23,0.81,0.77,0.78,0.82,OGS5,OGS5,29,60,cobble,538,99.48,98.31,53,86.38,80,52.68,50,51,53.24,3,31880.94,65.03,1,Core,4798.79,1.73,1.57,0.99,84.29,3.89,0.01,367798.99,84.29,Acheulean,1.01,1.88,20177.81,0.01,1,cobble,Flaked,-1.18565,0.75363,NA,OGS5-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552593604,0.231886595
2.47,1.51,1.37,1.38,0.32,0.57,0.76,OGS5,OGS5,31,0,flake,466,134,87.67,46.8,82,74.35,75,17.6,30.96,41.11,0,33204.24,54.19,2,Large Flake,#NULL!,4.66,2.4,1.82,#NULL!,0,0,301948.58,#NULL!,Acheulean,1.53,2.86,21015.34,0,2,flake,Unmodified,1.2073,1.05176,NA,OGS5-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.557039262,0.313013097
2.13,1.59,1.64,1.2,0.32,0.66,0.71,OGS5,OGS5,32,0,flake,330,111.11,92,37.39,83,85.56,62.68,16.65,34.65,37.18,0,27395.12,52.23,2,Large Flake,#NULL!,4.98,2.47,1.69,#NULL!,0,0,244822.59,#NULL!,Acheulean,1.21,2.97,17338.68,0,2,flake,Unmodified,0.74735,1.68353,NA,OGS5-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351476465,0.504919604
1.97,1.21,1.49,1.2,0.49,0.76,0.64,OGS5,OGS5,33,0,flake,428,121.75,95.17,49.17,74.73,92,74,30,46.86,39.3,0,34117.67,61.75,2,Large Flake,#NULL!,2.49,1.96,1.88,#NULL!,0,0,380128.17,#NULL!,Acheulean,1.28,2.48,21593.46,0,2,flake,Unmodified,0.09167,1.2504,NA,OGS5-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.038821422,0.376745861
1.56,1.08,1.33,0.72,0.73,0.97,0.86,OGS5,OGS5,34,40,cobble,308,87.16,75.5,58.52,60.3,74.41,40.29,40.97,53.94,48.04,3,22881.04,55.75,1,Core,2285.56,1.47,1.38,0.84,57.84,3.11,0.01,242174.09,57.84,Acheulean,1.15,1.49,14481.67,0.02,1,cobble,Flaked,-1.34226,0.38383,NA,OGS5-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631228749,0.119303527
1.6,1.16,1.31,1.07,0.79,0.83,0.59,OGS5,OGS5,35,60,cobble,306,93,77.54,49.69,67,76,62,46,48,34,7,25836,57.99,1,Core,1308.73,1.46,1.58,1.82,40.03,4.83,0.03,271238.22,40.03,Acheulean,1.2,1.87,16351.9,0.04,1,cobble,Flaked,-0.88129,1.01458,NA,OGS5-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414024786,0.312150408
2,1.08,1.13,1,0.55,0.86,0.87,OGS5,OGS5,36,100,indet,860,150,85,70,81.25,85.04,75.06,41,64.56,65.39,13,49469.42,75.09,2,Handaxe,3780.43,1.98,1.32,1.15,75.48,13.07,0.03,679615.49,75.48,Acheulean,1.76,2.14,31309.76,0.04,2,cobble,Flaked,-0.48958,0.11511,core/protobiface?,OGS5-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230071809,0.03262103
2.05,1.28,1.63,1.13,0.74,0.68,0.41,OGS5,OGS5,37,0,flake,1236,160,129,58,100,126.7,87.7,58,53,32,0,57395.73,77.95,2,Large Flake,#NULL!,1.72,2.39,2.74,#NULL!,0,0,808975.2,#NULL!,Acheulean,1.24,2.76,36326.41,0,2,flake,Unmodified,0.38704,0.99285,NA,OGS5-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17907046,0.305269296
2.67,1.55,1.59,1.24,0.64,0.64,0.3,OGS5,OGS5,30+25,0,flake,1572,196,120,54.4,113.65,117,91,47,47,22,0,64529.82,73.44,2,Large Flake,#NULL!,2.42,2.49,4.14,#NULL!,0,0,830656.13,#NULL!,Acheulean,1.63,3.6,40841.66,0,2,flake,Unmodified,1.73274,0.33458,NA,OGS5-30+25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.803526379,0.095491649
2.37,1.07,1.5,0.96,0.84,0.88,0.37,OGS5,OGS5,40,0,flake,904,160,105.6,61.34,72,101.36,65,56.74,59.3,25,0,46179.61,67.5,2,Large Flake,#NULL!,1.27,1.71,2.6,#NULL!,0,0,618865,#NULL!,Acheulean,1.52,2.61,29227.6,0,2,flake,Unmodified,0.5167,-0.4885,NA,OGS5-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.235317744,-0.149090712
2.11,1.16,1.01,0.6,0.93,1.13,0.63,OGS5,OGS5,42,75,cobble,900,168,94,90,92.17,80.67,47.82,74,90,50.44,7,57963.82,79.5,2,Pick,6320.61,1.25,0.9,0.95,118.44,10.43,0.01,914367.53,118.44,Acheulean,1.79,1.87,36685.96,0.02,2,cobble,Flaked,-0.69066,-1.61583,NA,OGS5-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330121683,-0.483125323
2.22,1.25,1.51,1.1,0.71,0.74,0.41,OGS5,OGS5,43,5,flake,888,152.3,105.5,49.5,85.8,103.7,75.7,48.6,50.9,28,4,46161.62,68.54,2,Knife,832.65,1.77,2.04,2.7,34.94,2.04,0.01,581386.56,34.94,Acheulean,1.44,3.08,29216.22,0.01,2,flake,Flaked,0.55113,0.44581,NA,OGS5-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.249721785,0.131001711
2.57,1.02,1.23,0.57,0.73,1.15,0.65,OGS5,OGS5,46,100,indet,1514,216,103,100.4,86.09,103,47.49,61.75,96.87,54.4,16,72641.91,84.04,2,Pick,4758.11,1.39,1.06,0.87,87.61,16.68,0.02,1274281.36,87.61,Acheulean,2.1,2.15,45975.89,0.03,2,cobble,Flaked,0.19629,-2.12749,NA,OGS5-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.086245888,-0.633350931
2.63,1.23,1.28,0.91,0.44,0.83,0.73,OGS5,OGS5,47,0,flake,688,156,78.43,49.69,72.81,75.79,53.9,26.29,49,43.5,0,37672.98,59.37,2,Large Flake,#NULL!,2.77,1.55,1.24,#NULL!,0,0,410426.1,#NULL!,Acheulean,1.99,3.14,23843.66,0,2,flake,Unmodified,0.849,-0.78374,NA,OGS5-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.395150871,-0.236149508
