GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Site,Locality,Catalog,FAI,Base,Weight,L.x,Br,T,Br1.x,Br2.x,Br3.x,T1.x,T2.x,T3.x,ScarCnt,SA_fitted,GM,Mode,Typology,Average_scar_area,BaseRefinement,MidRefinement,TipRefinement,AvgScarLength,GM_Scar_length,SDI.x,Volume_fitted,Avg_Scar_length,Contexts,LbyBr.x,LbyT.x,SA_Corrected,cSDI,Dis_1,Dis_2,Flaked.x,PC1,PC2,Note,Name,Type,L.y,Br1.y,Br2.y,Br3.y,T1.y,T2.y,T3.y,Caliper_L_GM,Caliper_Br1_GM,Caliper_Br2_GM,Caliper_Br3_GM,Caliper_T1_GM,Caliper_T2_GM,Caliper_T3_GM,Volume,Length,Width,Thickness,Lengthofthehighertouchpointofwidth,Lengthofthehighertouchpointofthickness,widthathalflength,thicknessathalf,widthatonefifth,thicknessatonefifth,widthatfourfifth,thicknessatfourfifth,@3DGMPC110x10,@3DGMPC210x10,@3DGMPC310x10,@3DGMPC410x10,@3DGMPC510x10,ScarCount,SurfaceArea3D,SDI.y,Cortex,Ventral,Flaked.y,SurfaceAreaCallipers,FlakedVisual,FlakedCallipers,FAC1_1,ScarcountDS,PC1_Final,PC2_Final,FAC1_2,FAC2_2,FAC3_2,FAC4_2,LbyBr2,LbyT2,Br1byBr3,T1byT3,LbyBr.y,LbyT.y,SDILinearEst,SAcalipersCorrected,SDILinearCorrected,TDFlaked_VisualFlaked,PC11,PC22
2.41,1.28,1.37,0.74,0.92,0.93,0.37,OGS5,OGS5,2015-4,50,flake,512,135.66,77.93,47.85,71.99,77.32,41.4,51.69,52.4,21.09,9,33163.38,56.27,2,Pick,1815.71,1.39,1.48,1.96,45.38,7.26,0.03,387056,45.38,Acheulean,1.74,2.84,20989.48,0.04,2,cobble,Flaked,0.44679,-1.15222,NA,OGS5-2015-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.202152277,-0.345599378
1.39,1.1,1.14,0.97,0.84,0.89,0.79,BSN17B,BSN17,2012-2,80,cobble,58,47,43,35,36.98,38.47,32.64,28.29,30.15,26.5,12,7959.4,33.7,1,Core,471.47,1.31,1.28,1.23,26.18,9.32,0.15,47631.13,26.18,Acheulean,1.09,1.34,5037.59,0.24,1,cobble,Flaked,-1.59865,0.84089,NA,BSN17B-2012-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748300528,0.262764771
2.53,1.63,1.08,0.54,0.89,0.91,0.51,BSN17C,BSN17,2013-1,30,cobble,480,128,87,46,82.6,54.82,27.39,45,46,25.96,8,28472.42,50.63,2,Pick,984.92,1.84,1.19,1.06,30.63,4.84,0.03,293558.05,30.63,Acheulean,1.47,2.78,18020.52,0.04,2,flake,Flaked,0.49525,-1.84375,NA,BSN17C-2013-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.222905033,-0.558825464
1.98,0.99,1.14,0.82,0.99,0.89,0.62,BSN17C,BSN17,2013-3,60,cobble,170,85,48.98,42.66,42.46,48.98,35.41,42.66,38.06,26.56,6,16019.2,42.96,1,Core,1203.96,1,1.29,1.33,39.87,5.57,0.04,129479.14,39.87,Acheulean,1.74,1.99,10138.73,0.06,1,cobble,Flaked,-0.71178,-0.72864,NA,BSN17C-2013-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335960603,-0.219251652
2.03,1.59,1.19,0.9,0.76,0.71,0.53,BSN17C,BSN17,2013-6,0,flake,366,107.2,81,45.7,84,62.8,47.6,40,37.5,28.2,0,26149.47,52.76,2,Large Flake,#NULL!,2.1,1.67,1.69,#NULL!,0,0,249659.75,#NULL!,Acheulean,1.32,2.35,16550.3,0,2,flake,Unmodified,0.02843,0.17945,NA,BSN17C-2013-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008211778,0.0535602
2.07,1.49,1.65,1.29,0.39,0.59,0.66,BSN17C,BSN17,2015-1,0,flake,298,109,88.8,35.6,78.6,87.1,68.2,20.5,31.2,35,0,27295.23,52.77,2,Large Flake,#NULL!,3.83,2.79,1.95,#NULL!,0,0,241568.05,#NULL!,Acheulean,1.23,3.06,17275.46,0,2,flake,Unmodified,0.67523,1.91251,NA,BSN17C-2015-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318000069,0.569891181
1.82,1.42,1.24,0.97,0.78,0.83,0.5,BSN17C,BSN17,2015-2,20,flake,304,92.8,73.8,44.4,72.3,63.1,49.3,39.6,42.5,25.2,7,22170.51,50.9,2,Knife,981.13,1.83,1.48,1.96,36.73,5.05,0.03,207850.91,36.73,Acheulean,1.26,2.09,14031.97,0.05,1,flake,Flaked,-0.40417,0.50252,NA,BSN17C-2015-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193507784,0.156649287
2.04,1.25,1.39,1.05,0.64,0.89,0.47,BSN17C,BSN17,2015-3,25,flake,754,135.5,94,57.3,83,92.2,69.3,42.6,59,31.2,5,39780.73,66.31,2,Pick,1815.1,1.95,1.56,2.22,48.3,3.64,0.01,498024.94,48.3,Acheulean,1.44,2.36,25177.68,0.02,2,flake,Flaked,0.0551,0.4293,NA,BSN17C-2015-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021291909,0.134624543
2.48,1.49,1.36,1.23,0.44,0.56,0.65,BSN17C,BSN17,201,0,flake,278,125,75.1,34.5,75.3,68.7,62.2,22,28.3,33,0,27834.2,50.4,2,Large Flake,#NULL!,3.42,2.43,1.88,#NULL!,0,0,233203.16,#NULL!,Acheulean,1.66,3.62,17616.58,0,2,flake,Unmodified,1.14893,0.62652,NA,BSN17C-201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.530375013,0.180626237
1.33,1.18,1,0.96,0.85,0.91,0.85,BSN17C,BSN17,212,35,cobble,312,73.5,66.1,51.7,65.5,55.6,53.2,47,50.5,47.3,4,21230.76,55.39,1,Core,1402.85,1.39,1.1,1.12,50.43,3.64,0.02,203806.52,50.43,Acheulean,1.11,1.42,13437.19,0.03,1,cobble,Flaked,-1.81482,0.79116,NA,BSN17C-212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84435334,0.239834976
1.67,1.13,1.25,0.69,0.83,0.97,0.76,BSN17C,BSN17,231,50,cobble,480,101,90,63,68.15,75.23,41.79,50.37,58.29,46.03,9,28240.22,60.38,1,Core,1674.46,1.35,1.29,0.91,57.7,8.6,0.03,324683.06,57.7,Acheulean,1.12,1.6,17873.55,0.05,1,cobble,Flaked,-1.19201,-0.07354,NA,BSN17C-231,Core,101,68.15,75.23,41.79,50.37,58.29,46.03,1.672846128,1.128757066,1.246021923,0.692160789,0.834269896,0.965447533,0.762387201,194417.611,99.22434384,85.68154747,66.90414473,50.1969741,37.74641597,81.64660882,57.70081785,68.45238666,58.90265854,41.78582968,35.67122934,-1.0548,0.0969,0.1033,0.9984,1.309,9,19364.80716,0.000464761,51.556,0,48.444,28240.21587,50,0.533639689,-1.174521202,9,-1.17452,-0.12369,-1.039336758,-0.522814902,-0.026629385,0.540935499,1.342549515,1.732715732,1.630772912,1.094286335,1.158059661,1.483082165,0.000318694,18826.81058,0.000478042,-1.556,0.558606893,-0.01537832
1.41,1.01,1.1,0.84,0.81,0.99,0.95,BSN17C,BSN17,235,40,cobble,198,67.8,53.6,49.7,48.4,52.9,40.3,39,47.3,45.6,4,16087.48,48.02,1,Core,1025.93,1.24,1.12,0.88,39.93,3.33,0.02,139332.97,39.93,Acheulean,1.26,1.36,10181.95,0.04,1,cobble,Flaked,-1.83718,0.41144,NA,BSN17C-235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85889394,0.130288686
1.34,0.95,1.16,0.92,0.79,1.05,0.89,BSN17C,BSN17,28,60,cobble,494,90,78,78,63.61,78,62.15,53.2,70.67,59.61,11,30323.21,67.25,1,Core,1656.93,1.2,1.1,1.04,56.92,9.31,0.04,374251.88,56.92,Acheulean,1.15,1.15,19191.91,0.06,1,cobble,Flaked,-1.90501,0.69982,NA,BSN17C-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886618553,0.215009681
1.71,1.1,1.13,0.86,0.79,0.96,0.72,BSN17C,BSN17,29,70,cobble,520,113,80.49,62,72.5,74.78,56.62,52.13,63.6,47.55,12,34132.6,66.02,2,Pick,#NULL!,1.39,1.18,1.19,#NULL!,#NULL!,0.04,418681.46,#NULL!,Acheulean,1.4,1.82,21602.91,0.06,1,cobble,Flaked,-1.10015,0.02859,BROKEN PICK,BSN17C-29,Pick,113,72.5,74.78,56.62,52.13,63.6,47.55,1.71152457,1.098102047,1.132635463,0.857579833,0.789573237,0.963300554,0.720203481,220590.2617,107.1711395,64.5072376,65.24016814,65.34742686,59.201627,62.6606091,64.9012005,61.29590813,53.59402425,56.26534797,44.28566854,-1.0348,-0.7161,0.2411,0.7574,0.0314,12,21703.18178,0.000552914,28.162,0,71.838,34132.59933,70,NA,-1.083837026,12,-1.08384,-0.02038,-1.009898522,-0.340496752,-0.47143878,0.044880855,1.511099224,1.77672956,1.280466266,1.096319664,1.661381629,1.642717095,0.00035157,22755.06622,0.000527355,1.838,0.51503589,0.014802752
2.27,1.27,1.13,0.68,0.86,0.96,0.54,BSN17C,BSN17,36,65,cobble,228,103,58,47,57.64,51.18,30.81,39.2,43.6,24.55,15,19975.17,45.32,2,Pick,783.42,1.47,1.17,1.25,32.13,10.63,0.08,178356.46,32.13,Acheulean,1.78,2.19,12642.51,0.12,1,cobble,Flaked,-0.07378,-1.30854,NA,BSN17C-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040653488,-0.388779815
1.97,1.23,0.99,0.55,1.2,0.98,0.64,BSN17,BSN17,2012-1,80,cobble,554,128,80,78,79.98,64.16,35.89,77.58,63.49,41.43,16,38627.66,64.83,2,Pick,1508.8,1.03,1.01,0.87,44.78,11.05,0.04,496965.83,44.78,Acheulean,1.6,1.64,24447.89,0.07,1,cobble,Flaked,-0.9593,-1.57167,NA,BSN17-2012-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459179311,-0.470141246
1.43,1.2,1.18,0.72,1.03,1.05,0.64,BSN17,BSN17,2014-12,65,cobble,580,101,88,73.6,84.43,83.33,50.43,72.64,73.6,44.82,11,35949.43,70.42,1,Core,1422.22,1.16,1.13,1.13,37.23,5.82,0.03,484163.44,37.23,Acheulean,1.15,1.37,22752.81,0.05,1,cobble,Flaked,-1.63959,0.07591,NA,BSN17-2014-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771300704,0.031154355
2.77,0.97,1.28,0.76,1.3,0.76,0.39,BSN17,BSN17,21,30,cobble,682,159,79,78.67,55.7,73.31,43.92,74.64,43.46,22.3,7,38349.84,57.44,2,Pick,1686.65,0.75,1.69,1.97,46.26,5.64,0.02,436703.43,46.26,Acheulean,2.01,2.02,24272.05,0.03,2,flake,Flaked,0.73873,-2.32371,NA,BSN17-21,Pick,159,55.7,73.31,43.92,74.64,43.46,22.3,2.768157689,0.969725681,1.276312203,0.764638275,1.299467232,0.756629768,0.388238468,269239.6977,156.6530097,76.9441761,78.9055384,75.69669348,54.45288584,73.06610748,53.66707411,51.95597477,75.55044175,37.79792272,20.04339188,1.4446,-0.8566,0.7916,-0.8824,0.1392,7,26062.45945,0.000268586,70.801,0,29.199,38349.844,30,0.307864616,0.797876353,7,0.79788,-2.34115,1.456474513,-1.587191022,0.43548322,-2.950631316,2.168871914,3.658536585,1.268214936,3.347085202,2.035930692,1.985323373,0.00018253,25566.56267,0.000273795,-0.801,-0.336200556,-0.703072697
2.92,1.24,1,0.47,1.02,0.99,0.58,BSN17,BSN17,24,60,cobble,854,181,79.5,64,77,61.87,29.37,63,61,35.88,13,45497.94,61.93,2,Pick,1878.01,1.22,1.01,0.82,50.26,10.55,0.03,578118.64,50.26,Acheulean,2.28,2.83,28796.17,0.05,2,cobble,Flaked,0.71861,-3.25855,NA,BSN17-24,Pick,181,77,61.87,29.37,63,61,35.88,2.922877061,1.243433888,0.999107203,0.474281212,1.017354999,0.985058015,0.579407895,334915.3621,177.3330626,74.15663515,78.89085461,38.93032531,63.83596239,65.50311569,59.80841524,72.79148109,77.58808003,33.61828294,25.25914238,1.7704,-1.2614,0.6205,-0.9697,0.3589,13,29500.23411,0.000440674,50.459,0,49.541,45497.94227,60,0.536599652,0.785186239,13,0.78519,-3.28734,1.717909678,-2.41557296,-0.005312659,0.322056514,2.925488928,2.967213115,2.621722846,1.755852843,2.391331029,2.247827882,0.000285727,30331.96151,0.000428591,-10.459,-0.318956034,-0.98448592
1.77,1.1,1.26,1.04,0.73,0.88,0.61,BSN17,BSN17,25,25,cobble,866,131,93,68,81.11,92.97,76.94,53.86,65.16,45.13,6,44099.07,73.9,1,Core,1778.11,1.51,1.43,1.7,52.47,4.26,0.01,600845.64,52.47,Acheulean,1.41,1.93,27910.8,0.02,1,cobble,Flaked,-0.69378,0.56157,NA,BSN17-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325438228,0.173901551
2.03,1.44,1.63,0.99,0.5,0.66,0.64,BSN17,BSN17,26,0,flake,402,121.8,96.7,40.5,86.5,98,59.2,30,39.7,38.7,0,33476.56,60.05,2,Large Flake,#NULL!,2.88,2.47,1.53,#NULL!,0,0,352768.27,#NULL!,Acheulean,1.26,3.01,21187.7,0,2,flake,Unmodified,0.3544,1.17955,NA,BSN17-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.166550793,0.355231433
2.32,0.93,1.31,0.75,0.69,1.16,0.59,BSN17,BSN17,32,66,cobble,1000,156,88,80,62.49,88,50.38,46.55,78.04,39.53,6,42859.39,67.23,2,Pick,#NULL!,1.34,1.13,1.27,#NULL!,#NULL!,0.01,605814.11,#NULL!,Acheulean,1.77,1.95,27126.2,0.02,2,cobble,Flaked,-0.08541,-1.24223,BROKEN PICK,BSN17-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044632681,-0.37030918
2.4,1.28,1.05,0.69,0.92,0.95,0.51,BSN17,BSN17,34,35,cobble,688,141,81,56,75.5,61.62,40.75,54.17,56,30.08,10,35218.88,58.83,2,Pick,1034.91,1.39,1.1,1.35,40.68,6.91,0.03,407896.64,40.68,Acheulean,1.74,2.52,22290.43,0.04,2,cobble,Flaked,0.08977,-1.66988,NA,BSN17-34,Pick,141,75.5,61.62,40.75,54.17,56,30.08,2.396698417,1.283338514,1.047408202,0.69266284,0.920774136,0.951880222,0.511295662,250174.7077,141.117767,80.40702354,60.13020829,49.68858384,49.0208645,67.91676108,49.0566421,70.62843792,53.62721542,31.93924328,25.22147263,0.9183,-1.1003,0.2891,-0.5974,0.4449,10,22737.89564,0.000439794,66.397,0,33.603,35218.875,35,0.293849818,0.132824639,10,0.13282,-1.70126,0.614501231,-1.235478403,0.379161654,0.075736181,2.288218111,2.517857143,1.852760736,1.800864362,1.755042791,2.346869753,0.000283939,23479.25,0.000425908,-1.397,-0.037925949,-0.503727162
1.98,1.44,1.3,0.58,0.9,0.9,0.58,BSN17C,BSN17,35,40,cobble,498,117,84,55,85.11,76.64,34.13,53.24,53.07,34.42,9,31961.59,59.15,2,Handaxe,1336.18,1.6,1.44,0.99,46.39,7.06,0.03,377346.95,46.39,Acheulean,1.39,2.13,20228.86,0.04,1,cobble,Flaked,-0.41318,-0.59243,NA,BSN17C-35,Handaxe/Cleaver,117,85.11,76.64,34.13,53.24,53.07,34.42,1.978039549,1.438896975,1.295700436,0.577012734,0.900092527,0.897218452,0.581915567,202239.6156,115.7251644,86.14838838,53.7670887,42.14823165,44.03014753,77.06205682,52.41473043,84.31507679,50.2012897,29.14302612,27.00110229,-0.4101,-1.7504,0.0083,0.263,-0.1903,9,20353.68505,0.00044218,59.247,0,40.753,31961.591,40,0.376250982,-0.385129544,9,-0.38513,-0.6258,-0.155824968,-0.528195492,1.510767101,1.070142391,1.526617954,2.204635387,2.493700557,1.546775131,1.343323613,2.152342021,0.000281588,21307.72733,0.000422382,0.753,0.193610233,-0.174079301
2.39,1.31,1.39,1.09,0.68,0.62,0.5,BSN17,BSN17,37,0,flake,410,130,76.5,36,71.5,75.5,59.3,37,34,27,0,30619.27,54.42,2,Large Flake,#NULL!,1.93,2.22,2.2,#NULL!,0,0,292303.44,#NULL!,Acheulean,1.7,3.61,19379.28,0,2,flake,Unmodified,0.79657,0.12498,NA,BSN17-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.368349648,0.037290069
1.81,1.42,1.41,0.92,0.96,0.75,0.42,BSN17,BSN17,38,10,cobble,316,91,79,50,71.39,70.81,46.22,48.52,37.67,20.95,5,22362.79,50.3,1,Core,#NULL!,1.47,1.88,2.21,#NULL!,#NULL!,0.02,213199.92,#NULL!,Acheulean,1.15,1.82,14153.67,0.04,1,flake,Flaked,-0.32592,0.55015,NA,BSN17-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153237525,0.169945758
2.14,1.19,1.02,0.88,0.65,0.73,0.91,BSN17,BSN17,510,50,cobble,246,104,54,53,57.72,49.76,42.82,31.52,35.68,44.31,7,21868.85,48.57,2,Pick,#NULL!,1.83,1.39,0.97,#NULL!,#NULL!,0.03,188489.74,#NULL!,Acheulean,1.93,1.96,13841.04,0.05,1,cobble,Flaked,-0.32045,-0.43434,BROKEN,BSN17-510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15356845,-0.130032241
1.82,1.01,1.07,0.92,1.03,0.78,0.68,OGS7,OGS7,523,60,cobble,82,63,40,36,35.1,37.2,32,35.7,27.2,23.7,4,10029.27,34.7,1,Oldowan,1205.2,0.98,1.37,1.35,49.28,5.68,0.04,62854.61,49.28,Oldowan,1.58,1.75,6347.64,0.06,1,cobble,Flaked,-0.97353,-0.26734,NA,OGS7-523,Oldowan,63,35.1,37.2,32,35.7,27.2,23.7,1.815550179,1.011520814,1.072039153,0.922184218,1.028811768,0.783856585,0.682992686,31061.14844,49.53765374,41.38494878,33.00664958,38.29122921,12.79554081,36.80174612,28.78814082,39.24176533,32.94261276,33.82764935,24.07391691,-0.7049,1.6631,1.1418,-1.3642,-0.3607,4,5957.57497,0.000671414,48.751,0,51.249,10029.27,60,0.480672073,-0.952114753,4,-0.95211,-0.31727,-0.817954988,-0.706783177,-0.095890195,-1.506504552,1.693548387,2.316176471,1.096875,1.506329114,1.19699686,1.5008386,0.000398833,6686.18,0.000598249,-8.751,0.452938894,-0.081000764
1.57,1.12,1.01,0.85,0.81,1,0.82,OGS7,OGS7,355,55,cobble,42,45,33,29,32,28.8,24.4,23.2,28.7,23.5,6,6133.8,28.65,1,Oldowan,428.21,1.38,1,1.04,25.43,5.33,0.1,31814.05,25.43,Oldowan,1.36,1.55,3882.15,0.15,1,cobble,Flaked,-1.50272,0.05872,NA,OGS7-355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700184679,0.02518462
1.96,1.25,1.18,1.12,0.6,0.77,0.67,OGS7,OGS7,334,50,cobble,70,64,40,28,41,38.5,36.7,19.6,25.1,22,6,9414.73,32.72,1,Oldowan,725.27,2.09,1.53,1.67,36.07,6.61,0.06,54433.63,36.07,Oldowan,1.6,2.29,5958.69,0.1,1,cobble,Flaked,-0.23578,0.60684,NA,OGS7-334,Oldowan,64,41,38.5,36.7,19.6,25.1,22,1.956151057,1.253159271,1.17674712,1.121730371,0.599071261,0.767177992,0.672426926,28196.50708,63.90484377,40.93961629,27.80828623,44.18590687,34.93695641,38.60148271,25.45614317,34.06831245,21.79827637,36.59286638,19.19749962,-0.2178,0.153,-0.8305,0.4364,0.1011,6,5816.128291,0.001031614,50.91,0,49.09,9414.733333,50,0.462211711,-0.218347744,6,-0.21835,0.57917,-0.36874538,0.868669011,-0.673314549,-0.051624642,1.662337662,2.549800797,1.117166213,0.890909091,1.560953657,2.298050417,0.000637299,6276.488889,0.000955948,-0.91,0.108992483,0.180267092
2.62,1.31,1.51,0.78,0.4,0.81,0.76,OGS7,OGS7,437,45,flake,54,67,40,22,33.6,38.6,20,10.2,20.8,19.5,5,7106.65,25.59,1,Oldowan,362.49,3.29,1.86,1.03,25.58,5,0.07,33952.12,25.58,Oldowan,1.68,3.05,4497.88,0.11,2,flake,Flaked,0.99072,-0.56139,NA,OGS7-437,Oldowan,67,33.6,38.6,20,10.2,20.8,19.5,2.618005705,1.312910324,1.508283884,0.78149424,0.398562063,0.81275401,0.761956884,21772.5706,66.38726555,39.63231166,22.48335808,40.37881821,31.53775262,38.27637385,21.52758198,20.95599406,19.8561545,28.90335453,15.17679649,1.2835,-0.0332,-0.4343,0.666,0.4715,5,5361.078588,0.000932648,47.469,0,52.531,7106.653333,45,0.255038471,1.034089418,5,1.03409,-0.56492,1.253188863,0.707717928,-1.303640974,1.759048622,1.735751295,3.221153846,1.68,0.523076923,1.675079317,2.952729094,0.000703566,4737.768889,0.001055349,7.531,-0.458582713,-0.17235754
